,,,,,Personnes déplacées internes,,,,,Personnes retournées de RCA (Ex-PDI),,,,,Personnes retournées en provenance d'autre pays,,,,,source d'information (Nbre),Qualité de la données,,,
_ADM1_NAME,_ADM2_NAME,_ADM3_NAME,_V_CODE,_Village,idps,hh_idp,ind_idp,abris_pdi_site,abris_pdi_hors_site,retournes,hh_ret_rca,ind_ret_rca,abris_ret_site,abris_ret_hors_site,retournes_etrangers,hh_ret_oth,ind_ret_oth,abris_reto_site,abris_reto_hors_site,Nbre_Informateurs_cles,coherence_informateurs,coherence_observation,existence_preuves,perception_enumerateur
Ouaka,Bambari,Danga-Gboudou,CF4312_MAL_0001,MALOUM 1,oui,1660,8330,1660,0,oui,20,105,0,20,oui,5,25,0,5,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Danga-Gboudou,CF4312_MAL_0002,MALOUM 2,oui,33,165,0,33,oui,18,90,0,18,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Danga-Gboudou,CF4312_MAL_0003,MALOUM 3,oui,27,135,0,27,oui,24,120,0,24,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Danga-Gboudou,CF4312_MOS_0001,MOSQUEE,oui,25,125,0,25,oui,4,23,0,4,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Danga-Gboudou,CF4312_SEK_0000,SEKO,oui,1000,5455,1000,0,non,0,0,0,0,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,eleve
Ouaka,Bambari,Danga-Gboudou,CF4314_TAG_0000,TAGBARA,non,0,0,0,0,oui,40,200,0,40,non,0,0,0,0,3,oui_toutes,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Ngougbia,CF4313_NGA_0000,NGAKOBO,oui,1300,6983,1300,0,non,0,0,0,0,non,0,0,0,0,3,en_partie,en_partie,en_partie,moyen
Ouaka,Bambari,Pladama-Ouaka,CF4311_AVI_0000,AVIATION,oui,990,4957,990,0,oui,25,125,0,25,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,eleve
Ouaka,Bambari,Pladama-Ouaka,CF4311_LAP_0001,LAPAGO (site),oui,305,1500,0,305,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Pladama-Ouaka,CF4314_NGA_0001,NGALINGOU,oui,479,2477,479,0,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Pladama-Ouaka,CF4314_OUA_0001,OUABE,non,0,0,0,0,oui,16,80,0,16,non,0,0,0,0,3,en_partie,oui_majorite,pas_du_tout,moyen
Ouaka,Bambari,Pladama-Ouaka,CF4314_PLA_0000,PLADAMA,oui,100,511,100,0,oui,4,30,0,4,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Grimari,Grimari,CF4331_LAB_0001,LABAMBA,oui,53,272,0,53,oui,46,231,0,46,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Grimari,Grimari,CF4331_NGO_0002,NGOULI,oui,30,160,0,30,oui,6,35,0,6,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Grimari,Grimari,CF4331_NGO_0001,NGOULINGA,oui,158,794,0,158,oui,22,110,0,22,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_majorite,eleve
Ouaka,Grimari,Lissa,CF4333_DAM_0001,DAMBAGOA,oui,15,82,0,15,oui,2,11,0,2,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Grimari,Lissa,CF4333_KAN_0001,KANDJIA,oui,50,98,0,50,oui,5,30,0,5,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Grimari,Pouyamba,CF4334_GOU_0001,GOUSSOUMALE,oui,30,150,0,30,oui,8,45,0,8,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Grimari,Pouyamba,CF4334_MBI_0001,MBIMBALA,oui,21,102,0,21,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Ippy,Ippy,CF4351_IPP_0000,IPPY CENTRE,non,0,0,0,0,oui,132,660,0,132,non,0,0,0,0,3,pas_du_tout,en_partie,en_partie,acceptable
Ouaka,Ippy ,Ippy,CF4351_KON_0001,KONGBO MID 2,oui,60,300,0,60,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Kouango,Azengue-Mindou,CF4342_AVI_0001,AVIATION,oui,5,21,0,5,non,0,0,0,0,oui,7,35,0,7,3,oui_majorite,oui_majorite,oui_majorite,tres_eleve
Ouaka,Kouango,Azengue-Mindou,CF4342_BAN_0001,BANGA CENTRE,oui,5,25,0,5,non,0,0,0,0,oui,4,20,0,4,3,oui_majorite,oui_majorite,en_partie,acceptable
Ouaka,Kouango,Azengue-Mindou,CF4342_BET_0001,BETA 1,oui,14,70,0,14,oui,4,20,0,4,oui,12,60,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Kouango,Cochio-Toulou,CF4343_BIA_0001,BIANGA,oui,80,400,0,80,oui,95,475,0,95,oui,75,375,0,75,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Kouango,Azengue-Mindou,CF4342_BIM_0001,BIMBO,oui,12,60,0,12,oui,40,200,0,40,oui,30,150,0,30,3,en_partie,en_partie,pas_du_tout,moyen
Ouaka,Kouango,Kouango,CF4341_BOR_0001,BORNOU 1,oui,35,175,0,35,oui,6,30,0,6,oui,7,38,0,7,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Kouango,Cochio-Toulou,CF4343_GBE_0001,GBEDA,oui,10,50,0,10,oui,3,18,0,3,oui,2,12,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Kouango,Cochio-Toulou,CF4343_GOY_0001,GOYA,oui,244,1220,0,244,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Kouango,Cochio-Toulou,CF4343_KPA_0001,KPANGBA 2,oui,10,60,0,10,non,0,0,0,0,oui,11,58,0,11,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Kouango,Cochio-Toulou,CF4343_LIN_0001,LINDAO,oui,8,42,0,8,oui,8,40,0,8,oui,186,934,0,186,3,oui_toutes,en_partie,pas_du_tout,moyen
Ouaka,Kouango,Azengue-Mindou,CF4342_M'B_0001,MBAGORO,oui,15,68,0,15,oui,10,10,0,10,oui,6,30,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Kouango,Azengue-Mindou,CF4342_MBA_0001,MBALANGO,oui,40,205,0,40,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Kouango,Kouango,CF4341_MBE_0001,MBETA,oui,10,52,0,10,non,0,0,0,0,oui,5,10,0,5,3,oui_majorite,oui_majorite,oui_majorite,tres_eleve
Ouaka,Kouango,Azengue-Mindou,CF4342_OUG_0001,OUGOU,oui,3,3,0,3,oui,15,85,0,15,oui,5,30,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Kouango,Kouango,CF4341_OUK_0001,OUKA,oui,21,105,0,21,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,moyen
Ouaka,Kouango,Cochio-Toulou,CF4343_SAB_0001,SABEGOUDE,oui,30,150,0,30,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Kouango,Kouango,CF4341_SIT_0001,SITE SAMKAROME,oui,22,110,0,22,non,0,0,0,0,oui,12,60,0,12,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Ouaka ,Bakala,Koudou-Bégo,CF4321_KAL_0001,KALAYA,oui,5,30,0,5,non,0,0,0,0,non,0,0,0,0,3,en_partie,pas_du_tout,en_partie,moyen
Ouaka ,Bambari,Bambari,CF4311_FRA_0001,FRAMEAU,non,0,0,0,0,oui,13,65,0,13,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka ,Bambari,Bambari,CF4311_KLA_0001,KLAMENDJI,non,0,0,0,0,oui,30,150,0,30,non,0,0,0,0,3,pas_du_tout,en_partie,oui_majorite,eleve
Ouaka ,Bambari,Bambari,CF4311_SAI_0000,SAINT JOSEPH,oui,19,101,19,0,non,0,0,0,0,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouaka ,Bambari,Ngougbia,CF4313_BAT_0001,BATOBADJA,oui,16,80,0,16,non,0,0,0,0,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
Ouaka ,Bambari,Ngougbia,CF4313_MAT_0001,MATCHIKA,oui,11,60,0,11,non,0,0,0,0,non,0,0,0,0,3,en_partie,pas_du_tout,en_partie,moyen
Ouaka ,Bambari,Pladama-Ouaka,CF4314_AWA_0001,AWATCHE,oui,10,55,0,10,oui,17,85,0,17,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouaka ,Bambari,Pladama-Ouaka,CF4314_KRA_0001,KRAKONDJI,oui,10,53,0,10,oui,6,33,0,6,non,0,0,0,0,3,oui_majorite,pas_du_tout,pas_du_tout,moyen
Ouaka ,Bambari,Pladama-Ouaka,CF4314_MAD_0001,MADOMALE,oui,8,43,0,8,oui,3,18,0,3,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
Ouaka ,Bambari,Pladama-Ouaka,CF4314_MAK_0001,MAKOULOU,non,0,0,0,0,oui,4,25,0,4,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka ,Bambari,Pladama-Ouaka,CF4314_NGB_0001,NGBEMATO,oui,10,52,0,10,oui,4,22,0,4,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,moyen
Ouaka ,Bambari,Pladama-Ouaka,CF4314_TOG_0001,TOGO,non,0,0,0,0,oui,20,105,0,20,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,eleve
Ouaka ,Bambari,Pladama-Ouaka,CF4314_YAM_0001,YAMALET,oui,3,18,0,3,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_ACD_0000,ACDA,oui,7,35,0,7,oui,50,250,0,50,oui,23,119,0,23,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_AVE_0000,AVENIR,oui,13,55,0,13,oui,18,100,0,18,oui,9,57,0,9,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BAI_0000,BAIKAYAN,oui,6,35,0,6,oui,15,75,0,15,oui,8,42,0,8,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BAR_0001,BARRAGE 1,oui,7,40,0,7,oui,115,580,0,115,oui,10,52,0,10,3,oui_majorite,en_partie,en_partie,acceptable
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BAR_0002,BARRAGE 2,oui,12,60,0,12,oui,94,485,0,94,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BAT_0000,BATALI,oui,8,36,0,8,oui,46,226,0,46,oui,9,49,0,9,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BEL_0001,BELGE,oui,2,10,0,2,oui,7,40,0,7,oui,10,58,0,10,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BEL_0002,BELKE 1,oui,7,38,0,7,oui,24,120,0,24,oui,18,86,0,18,3,oui_majorite,en_partie,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BEL_0000,BELKE 2,oui,8,40,0,8,oui,35,175,0,35,oui,5,26,0,5,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BEM_0000,BEM,oui,4,20,0,4,oui,101,505,0,101,oui,8,41,0,8,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BOB_0000,BOBORO,oui,3,15,0,3,oui,51,250,0,51,oui,2,11,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BOL_0000,BOLARA,oui,10,50,0,10,oui,58,300,0,58,oui,8,50,0,8,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_BOY_0000,BOYWANE,oui,1,5,0,1,oui,70,350,0,70,oui,14,67,0,14,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_CAM_0001,CAMP COMMERCIAL,oui,8,46,0,8,oui,176,880,0,176,oui,13,61,0,13,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_CAM_0002,CAMP MISSION,oui,17,70,0,17,oui,160,801,0,160,oui,7,30,0,7,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_DEL_0000,DELLE,non,0,0,0,0,oui,18,85,0,18,oui,15,78,0,15,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_DIA_0000,DIAKE,oui,3,14,0,3,oui,28,138,0,28,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_ECO_0000,ECOLE MIXTE 1,oui,30,118,0,30,oui,70,353,0,70,oui,5,27,0,5,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_FAR_0000,FARAWIL,oui,9,49,0,9,oui,29,145,0,29,oui,39,195,0,39,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GAM_0000,GAMBILA 2,non,0,0,0,0,oui,13,66,0,13,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GAN_0001,GANZA 1,oui,33,200,0,33,oui,71,340,0,71,oui,12,58,0,12,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GAN_0002,GANZA 2,oui,25,128,0,25,oui,72,361,0,72,oui,18,98,0,18,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GBA_0001,GBADILA,oui,2,13,0,2,oui,20,101,0,20,oui,3,16,0,3,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GBA_0002,GBADOCK,oui,8,35,0,8,oui,51,250,0,51,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GBA_0003,GBAGANA,oui,1,7,0,1,oui,53,265,0,53,oui,62,313,0,62,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GON_0000,GONON,oui,21,109,0,21,oui,78,400,0,78,oui,3,20,0,3,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GRO_0003,GROUPEMENT HAOUSSA,oui,9,45,0,9,oui,63,315,0,63,oui,120,602,0,120,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GRO_0001,GROUPEMENT KOTTI,oui,19,99,0,19,oui,195,980,0,195,oui,73,366,0,73,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_GRO_0002,GROUPEMENT MANDJA,oui,40,200,0,40,oui,165,850,0,165,oui,22,110,0,22,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_HER_0000,HEREMANDJI,oui,11,40,0,11,oui,45,225,0,45,oui,39,194,0,39,3,oui_majorite,oui_majorite,en_partie,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_KAI_0000,KAIDOMON,oui,12,60,0,12,oui,83,415,0,83,oui,1,5,0,1,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_KOD_0000,KODI 2,oui,5,28,0,5,oui,40,208,0,40,oui,20,108,0,20,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_KOU_0000,KOUNG-KOUNG,oui,8,40,0,8,oui,63,315,0,63,oui,24,120,0,24,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_KPE_0000,KPETENE,non,0,0,0,0,oui,16,65,0,16,oui,2,11,0,2,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_LAN_0000,LANDO,oui,5,27,0,5,oui,54,272,0,54,oui,8,40,0,8,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_LAO_0000,LAOU,non,0,0,0,0,oui,27,138,0,27,oui,4,15,0,4,3,oui_toutes,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_LAV_0000,LAVALE DELACHARITE,oui,6,37,0,6,oui,77,386,0,77,oui,53,260,0,53,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_LEH_0000,LEHELEMI,non,0,0,0,0,oui,18,90,0,18,oui,2,11,0,2,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_LIM_0000,LIMA,oui,3,20,0,3,oui,85,425,0,85,oui,6,30,0,6,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MAI_0000,MAIRIE,oui,3,15,0,3,oui,11,58,0,11,oui,5,26,0,5,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0001,MBIAKARE,oui,1,5,0,1,oui,25,130,0,25,oui,12,63,0,12,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0002,MBIDANGA,oui,9,46,0,9,oui,84,422,0,84,oui,30,156,0,30,3,en_partie,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0004,MBIKE 1,oui,2,10,0,2,oui,10,52,0,10,non,0,0,0,0,3,oui_majorite,oui_toutes,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0005,MBIKE 2,oui,2,15,0,2,oui,48,250,0,48,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0006,MBILAYE,oui,8,48,0,8,oui,40,208,0,40,oui,16,88,0,16,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0003,MBILOUKI,oui,6,32,0,6,oui,24,68,0,24,oui,11,61,0,11,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0007,MBIMANE,oui,3,15,0,3,oui,36,180,0,36,oui,34,168,0,34,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_MBI_0008,MBIMANE 1,oui,2,15,0,2,oui,61,300,0,61,oui,15,76,0,15,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_NZA_0000,NZAPA A HON YORO,oui,3,17,0,3,oui,24,120,0,24,oui,3,15,0,3,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_PET_0000,PETROCA 1,non,0,0,0,0,oui,36,180,0,36,oui,21,117,0,21,3,oui_majorite,en_partie,oui_majorite,eleve
Ouham Pendé,Bocaranga,Bocaranga,CF3121_PET_0002,PETROCA 2,oui,3,17,0,3,oui,53,265,0,53,oui,18,91,0,18,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_SAR_0000,SARA,oui,8,40,0,8,oui,88,440,0,88,oui,16,80,0,16,3,en_partie,en_partie,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_SOU_0000,SOUMA,oui,3,15,0,3,oui,44,220,0,44,oui,50,153,0,50,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_TAG_0000,TAGBERE,oui,3,15,0,3,oui,28,137,0,28,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_YEM_0002,YEME 2,oui,10,50,0,10,oui,25,130,0,25,oui,3,16,0,3,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_YEZ_0000,YEZO,oui,14,70,0,14,oui,20,108,0,20,oui,5,27,0,5,3,oui_majorite,oui_toutes,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_ZER_0000,ZEREWELE,oui,1,6,0,1,oui,183,980,0,183,oui,5,27,0,5,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bocaranga,Bocaranga,CF3121_ZOK_0000,ZOKWEZO,oui,8,37,0,8,oui,8,37,0,8,oui,1,5,0,1,3,oui_majorite,en_partie,en_partie,eleve
Ouham Pendé,Bocaranga,Loura,CF3122_BOK_0001,BOKOMBISSI,oui,17,83,0,17,oui,141,705,0,141,oui,27,132,0,27,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Bocaranga,Loura,CF3122_KOU_0001,KOUNMBAM 1,oui,41,205,0,41,oui,170,535,0,170,oui,23,117,0,23,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Loura,CF3122_KOU_0002,KOUNMBAM 2,oui,30,149,0,30,oui,309,1594,0,309,oui,11,55,0,11,3,oui_majorite,oui_majorite,oui_toutes,moyen
Ouham Pendé,Bocaranga,Loura,CF3122_KOU_0003,KOUNPALA,oui,10,50,0,10,oui,166,830,0,166,oui,35,175,0,35,3,oui_majorite,oui_toutes,oui_majorite,eleve
Ouham Pendé,Bocaranga,Loura,CF3122_MBI_0001,MBISSENGUE,oui,7,35,0,7,oui,67,335,0,67,oui,9,45,0,9,3,oui_majorite,oui_toutes,oui_majorite,moyen
Ouham Pendé,Bocaranga,Pendé,CF3123_GRO_0001,GROUPEMENT GALANGA,oui,24,120,0,24,oui,128,640,0,128,oui,24,123,0,24,3,oui_majorite,oui_majorite,oui_toutes,eleve
Ouham Pendé,Bocaranga,Pendé,CF3123_HER_0001,HERBA,oui,41,205,0,41,oui,87,432,0,87,oui,72,358,0,72,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bocaranga,Pendé,CF3123_NGO_0001,NGOUTERE 1,oui,65,330,0,65,oui,244,1229,0,244,oui,32,164,0,32,3,oui_toutes,oui_majorite,oui_majorite,eleve
Ouham Pendé,Bocaranga,Pendé,CF3123_TOL_0001,TOLLE,oui,91,456,0,91,oui,60,302,0,60,oui,104,520,0,104,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bossemtélé,Binon,CF3161_BAL_0000,BALLA,oui,10,53,0,10,oui,38,257,0,38,oui,22,110,0,22,3,en_partie,oui_majorite,en_partie,moyen
Ouham Pendé,Bossemtélé,Binon,CF3161_GAL_0000,GALILEE,oui,10,50,0,10,non,0,0,0,0,oui,3,16,0,3,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bossemtélé,Binon,CF3161_LAT_0000,LATIN,non,0,0,0,0,non,0,0,0,0,oui,38,190,0,38,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bossemtélé,Binon,CF3161_PLA_0000,PLATEAU,non,0,0,0,0,oui,79,397,0,79,oui,36,183,0,36,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_BOK_0000,BOKONE,non,0,0,0,0,oui,84,415,0,84,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_BOR_0001,BORNOU,non,0,0,0,0,oui,76,380,0,76,oui,3,16,0,3,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_COM_0000,COMBATTANT,non,0,0,0,0,oui,34,165,0,34,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_GAM_0000,GAMBO,oui,4,16,0,4,oui,20,103,0,20,oui,30,152,0,30,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_GBA_0001,GBADORE,oui,2,10,0,2,oui,102,512,0,102,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_GBA_0000,GBANDENGUE,non,0,0,0,0,oui,3,20,0,3,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_GBA_0002,GBANENGUE 2,oui,6,29,0,6,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_KAR_0000,KARE-BEE 2,oui,2,11,0,2,oui,5,23,0,5,oui,3,18,0,3,3,oui_majorite,en_partie,en_partie,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_KOY_0000,KOYALE 3,oui,16,76,0,16,oui,65,325,0,65,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_KPE_0000,KPETENE,oui,1,3,0,1,oui,57,280,0,57,oui,5,26,0,5,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouham Pendé,Bozoum,Bozoum,CF3111_MAN_0000,MANGAZA 1,oui,4,25,0,4,oui,60,300,0,60,oui,6,29,0,6,3,oui_majorite,oui_majorite,oui_majorite,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_MAN_0002,MANGAZA 2,oui,3,15,0,3,non,0,0,0,0,oui,4,22,0,4,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_MID_0000,MID-MISSION,non,0,0,0,0,oui,116,585,0,116,non,0,0,0,0,3,oui_majorite,oui_toutes,pas_du_tout,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_MIS_0000,MISSION EVANGELIQUE FRERE,non,0,0,0,0,oui,21,107,0,21,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_NOH_0000,NOH SALLE,oui,4,23,0,4,oui,13,72,0,13,oui,2,4,0,2,3,en_partie,en_partie,pas_du_tout,moyen
Ouham Pendé,Bozoum,Bozoum,CF3111_OUH_0000,OUHAM 1,non,0,0,0,0,oui,32,158,0,32,oui,1,4,0,1,3,oui_majorite,oui_toutes,oui_majorite,eleve
