,,,,,Personnes déplacées internes,,,,,Personnes retournées de RCA (Ex-PDI),,,,,Personnes retournées en provenance d'autre pays,,,,,source d'information (Nbre),Qualité de la données,,,
_ADM1_NAME,_ADM2_NAME,_ADM3_NAME,_V_CODE,_Village,idps,hh_idp,ind_idp,abris_pdi_site,abris_pdi_hors_site,retournes,hh_ret_rca,ind_ret_rca,abris_ret_site,abris_ret_hors_site,retournes_etrangers,hh_ret_oth,ind_ret_oth,abris_reto_site,abris_reto_hors_site,Nbre_Informateurs_cles,coherence_informateurs,coherence_observation,existence_preuves,perception_enumerateur
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_DOM_0002,DOMODO 2,non,0,0,0,0,oui,28,137,0,28,non,0,0,0,,4,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_DOU_0000,DOUKOUMA,oui,1,3,0,1,oui,415,2025,0,415,non,0,0,0,,3,oui_toutes,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_FAY_0001,FAYA 1,non,0,0,0,0,oui,167,823,0,167,non,0,0,0,,3,oui_toutes,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_FAY_0002,FAYA 2,non,0,0,0,0,oui,132,658,0,132,non,0,0,0,,3,pas_du_tout,pas_du_tout,pas_du_tout,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_GAZ_0000,GAZAO,oui,1,6,0,1,oui,53,267,0,53,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_GUE_0001,GUENGUELE 1,non,0,0,0,0,oui,154,771,0,154,non,0,0,0,,3,oui_toutes,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KAK_0001,KAKO 1,non,0,0,0,0,oui,47,235,0,47,non,0,0,0,,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KAK_0002,KAKO 2,oui,2,10,0,2,oui,86,430,0,86,non,0,0,0,,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KAK_0003,KAKO 3,oui,2,10,0,2,oui,142,710,0,142,non,0,0,0,,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KAN_0001,KANDA 1,non,0,0,0,0,oui,244,1432,0,244,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KAN_0000,KANGA,oui,4,20,0,4,oui,223,1063,0,223,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KOD_0001,KODEMBON,oui,1,3,0,1,oui,40,200,0,40,non,0,0,0,,3,oui_majorite,oui_majorite,pas_du_tout,moyen
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KPA_0000,KPAKAYA,oui,1,2,0,1,oui,110,550,0,110,non,0,0,0,,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KPE_0000,KPETENE,non,0,0,0,0,oui,26,131,0,26,non,0,0,0,,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_MBA_0001,MBATA,oui,1,5,0,1,oui,60,300,0,60,non,0,0,0,,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_MBA_0002,MBAZITI,non,0,0,0,0,oui,31,155,0,31,non,0,0,0,,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_MBR_0001,MBROUILLI 1,non,0,0,0,0,oui,155,778,0,155,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_MBR_0002,MBROUILLI 2,non,0,0,0,0,oui,79,397,0,79,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_MEN_0000,MENGUE BOKENGUE,oui,3,17,0,3,oui,243,1029,0,243,non,0,0,0,,3,oui_toutes,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_MEN_0001,MENGUE BOKOIN,non,0,0,0,0,oui,249,1245,0,249,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_NDE_0001,NDENGA 1,non,0,0,0,0,oui,171,795,0,171,non,0,0,0,,5,oui_toutes,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_NDE_0002,NDENGA 2,non,0,0,0,0,oui,165,805,0,165,non,0,0,0,,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_NGO_0000,NGOBO,oui,6,33,0,6,oui,23,115,0,23,non,0,0,0,,3,oui_toutes,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_NGO_0001,NGOUVOTA 1,non,0,0,0,0,oui,266,1465,0,266,non,0,0,0,,3,oui_toutes,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_NGO_0002,NGOUVOTA 2,oui,20,100,0,20,oui,279,1652,0,279,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_PIM_0000,PIMBI KASSAI,non,0,0,0,0,oui,173,875,0,173,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_KPO_0002,POPO 2,oui,10,50,0,10,oui,117,585,0,117,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_SAB_0001,SABAYANGA 1,non,0,0,0,0,oui,130,653,0,130,non,0,0,0,,3,oui_toutes,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_SAB_0002,SABAYANGA 2,non,0,0,0,0,oui,232,1040,0,232,non,0,0,0,,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_SAM_0000,SAMBA BOKENGUE,oui,1,2,0,1,oui,87,435,0,87,non,0,0,0,,3,oui_majorite,oui_toutes,en_partie,moyen
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_SIA_0000,SIAH,oui,1,5,0,1,oui,129,595,0,129,non,0,0,0,,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_SOM_0001,SOMBOKE 1,non,0,0,0,0,oui,156,942,0,156,non,0,0,0,,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Kaga-Bandoro,Ndenga,CF4215_ZAM_0002,ZAM-ALI 2,non,0,0,0,0,oui,147,735,0,147,non,0,0,0,,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_BAG_0001,BAGORO 1,oui,122,443,0,122,oui,185,925,0,185,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_BAG_0000,BAGORO 2,non,0,0,0,0,oui,174,865,0,174,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_BIN_0000,BINI 1,oui,21,105,0,21,oui,8,40,0,8,non,0,0,0,0,3,en_partie,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_BLA_0001,BLAKADJA,non,0,0,0,0,oui,149,745,0,149,non,0,0,0,0,3,oui_toutes,oui_majorite,oui_majorite,tres_eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_CRE_0001,CREMBOU,oui,3,15,0,3,oui,32,160,0,32,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Mbrès,Mbrès,CF4221_DAK_0001,DAKPA,oui,2,10,0,2,oui,8,40,0,8,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,acceptable
Nana-Gribizi,Mbrès,Mbrès,CF4221_DJA_0000,DJAGBRAFO,non,0,0,0,0,oui,99,495,0,99,non,0,0,0,0,3,en_partie,en_partie,en_partie,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_DJA_0001,DJANGALA,non,0,0,0,0,oui,291,1455,0,291,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,moyen
Nana-Gribizi,Mbrès,Mbrès,CF4221_DOU_0000,DOUMA,non,0,0,0,0,oui,10,50,0,10,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_GRI_0001,GRIBINGUI 1,oui,1,2,0,1,oui,99,447,0,99,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,bas
Nana-Gribizi,Mbrès,Mbrès,CF4221_KAD_0001,KADDA,non,0,0,0,0,oui,90,450,0,90,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,acceptable
Nana-Gribizi,Mbrès,Mbrès,CF4221_KAN_0000,KANGOU,non,0,0,0,0,oui,4,20,0,4,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Mbrès,Mbrès,CF4221_KOT_0001,KOTCHEGUELE 1,oui,248,1240,0,248,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_LAK_0000,LAKOUE TENE,oui,85,345,0,85,oui,67,255,0,67,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_MAO_0000,MAORKA,non,0,0,0,0,oui,105,457,0,105,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_bas
Nana-Gribizi,Mbrès,Mbrès,CF4221_MAR_0000,MARAOMBA,non,0,0,0,0,oui,156,760,0,156,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_MAR_0001,MAROAMBA 2,non,0,0,0,0,oui,38,190,0,38,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Nana-Gribizi,Mbrès,Mbrès,CF4221_MBO_0000,MBOUTOU 1,oui,22,110,0,22,oui,40,200,0,40,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Nana-Gribizi,Mbrès,Mbrès,CF4221_MBO_0001,MBOUTOU 2,non,0,0,0,0,oui,20,100,0,20,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_MBR_0002,MBRES 1,non,0,0,0,0,oui,161,805,0,161,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_MBR_0000,MBRES 2,non,0,0,0,0,oui,70,350,0,70,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_MBR_0003,MBRES 3,non,0,0,0,0,oui,70,350,0,70,non,0,0,0,0,3,en_partie,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_NDI_0001,NDIBA 1,non,0,0,0,0,oui,20,100,0,20,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_NDI_0002,NDIBA 2,oui,3,15,0,3,oui,20,100,0,20,non,0,0,0,0,3,oui_majorite,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_NGO_0001,NGOBO,oui,68,340,0,68,oui,12,60,0,12,non,0,0,0,0,3,oui_toutes,pas_du_tout,oui_toutes,tres_eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_NOU_0000,NOUVELLE BASE,non,0,0,0,0,oui,50,230,0,50,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_OUG_0000,OUGA,oui,26,130,0,26,oui,112,543,0,112,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_toutes,tres_eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_OUM_0000,OUME,non,0,0,0,0,oui,199,951,0,199,non,0,0,0,0,3,oui_toutes,oui_toutes,pas_du_tout,tres_bas
Nana-Gribizi,Mbrès,Mbrès,CF4221_QUA_0000,QUARTIER MUSULMAN,oui,100,430,0,100,non,0,0,0,0,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,acceptable
Nana-Gribizi,Mbrès,Mbrès,CF4221_SAN_0000,SANGO 1,non,0,0,0,0,oui,114,485,0,114,non,0,0,0,0,3,oui_toutes,oui_toutes,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_SAN_0002,SANGO 2,non,0,0,0,0,oui,214,1070,0,214,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Nana-Gribizi,Mbrès,Mbrès,CF4221_TAO_0001,TAO,oui,6,30,0,6,oui,70,350,0,70,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Nana-Gribizi,Mbrès,Mbrès,CF4221_TOA_0001,TOA,non,0,0,0,0,oui,60,300,0,60,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Nana-Gribizi,Mbrès,Mbrès,CF4221_YAB_0000,YABO,non,0,0,0,0,oui,125,625,0,125,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Nana-Gribizi,Mbrès,Mbrès,CF4221_YAN_0001,YANINGUERE,non,0,0,0,0,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,eleve
Ouaka,Bakala,Koudou-Bégo,CF4321_BOD_0001,BODO,oui,20,105,0,20,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bakala,Koudou-Bégo,CF4321_BOR_0001,BORNOU,oui,340,1702,0,340,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_majorite,acceptable
Ouaka,Bakala,Koudou-Bégo,CF4321_MAN_0001,MANGOLEWA,oui,30,160,0,30,oui,25,125,0,25,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bakala,Koudou-Bégo,CF4321_MOU_0001,MOUROUBA,oui,51,255,0,51,oui,44,220,0,44,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,acceptable
Ouaka,Bakala,Koudou-Bégo,CF4321_SAB_0001,SABOYOMBO,oui,50,250,0,50,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bakala,Koudou-Bégo,CF4321_WAN_0001,WANDALONGO,oui,38,195,0,38,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Ouaka,Bakala,Koudou-Bégo,CF4321_YAL_0001,YALIGAZA,oui,30,150,0,30,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_ABB_0001,ABBO 1,oui,15,75,0,15,oui,15,75,0,15,oui,2,17,0,2,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_AKP_0001,AKPE 1,oui,2,10,0,2,oui,10,60,0,10,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_AKP_0003,AKPE 3,oui,2,10,0,2,oui,7,36,0,7,non,0,0,0,0,3,pas_du_tout,oui_majorite,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_AKP_0004,AKPE 4,oui,60,300,0,60,oui,19,95,0,19,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_ASS_0000,ASSOUKOUMBA,oui,10,55,0,10,oui,10,50,0,10,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,eleve
Ouaka,Bambari,Bambari,CF4311_AWA_0001,AWAL 1,oui,8,45,0,8,oui,10,50,0,10,oui,8,40,0,8,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_AWA_0002,AWAL 2,oui,2,10,0,2,oui,31,155,0,31,non,0,0,0,0,3,en_partie,oui_majorite,pas_du_tout,acceptable
Ouaka,Bambari,Bambari,CF4311_BAM_0000,BAMBARI DONGO,oui,13,58,0,13,oui,6,30,0,6,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_BIN_0001,BINGUIMALE,oui,40,200,0,40,oui,60,300,0,60,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_BOU_0000,BOUKAKOU,oui,20,100,0,20,oui,15,75,0,15,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_CAM_0001,CAMP ADMINISTRATIF,oui,3581,17906,0,3581,non,0,0,0,0,non,0,0,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_CAM_0000,CAMP ELEVAGE,oui,1000,9009,1000,0,non,0,0,0,0,non,0,0,0,0,3,en_partie,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_CEN_0000,CENTRE,oui,16,80,0,16,oui,23,95,0,23,oui,2,11,0,2,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_CTR_0000,CTRO,oui,25,130,0,25,oui,28,140,0,28,non,0,0,0,0,3,en_partie,oui_majorite,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_DEC_0000,DECAMPS,oui,870,4350,810,60,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_DOU_0001,DOUNGOUPOU 1,oui,10,55,0,10,oui,31,158,0,31,non,0,0,0,0,3,pas_du_tout,en_partie,oui_majorite,acceptable
Ouaka,Bambari,Bambari,CF4311_DOU_0002,DOUNGOUPOU 2,oui,10,50,0,10,oui,12,60,0,12,oui,2,11,0,2,3,pas_du_tout,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_GBI_0000,GBIASSANGO,oui,10,60,0,10,oui,8,38,0,8,non,0,0,0,0,3,en_partie,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_GOH_0001,GOHINDE 1,oui,30,150,0,30,oui,5,22,0,5,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_GON_0000,GONGUERE,oui,40,200,0,40,oui,6,33,0,6,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_KAK_0001,KAKAO,non,0,0,0,0,oui,112,560,0,112,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_KID_0002,KIDIGA 2,oui,35,180,0,35,oui,35,180,0,35,non,0,0,0,0,3,oui_majorite,oui_majorite,pas_du_tout,eleve
Ouaka,Bambari,Bambari,CF4311_KID_0001,KIDJIGRA 1,oui,580,2948,580,0,oui,22,185,0,22,oui,2,10,0,2,3,en_partie,oui_majorite,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_KID_0003,KIDJIGRA 3,oui,50,250,0,50,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_KOS_0000,KOSSINENDJI,oui,2,8,0,2,oui,66,327,0,66,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_KOT_0000,KOTAKOLI,oui,50,255,0,50,oui,60,305,0,60,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_KOT_0001,KOTALI,oui,20,100,0,20,oui,8,45,0,8,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_KPI_0000,KPIABALE,oui,18,90,0,18,oui,10,50,0,10,non,0,0,0,0,3,en_partie,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_LOG_0001,LOGODE 1,oui,15,75,0,15,oui,60,305,0,60,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_LOG_0002,LOGODE 2,oui,2,11,0,2,oui,5,30,0,5,oui,4,30,0,4,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_LOU_0000,LOUKOUANGA,oui,1,8,0,1,oui,20,100,0,20,oui,10,50,0,,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_LOU_0001,LOUNGOUANGA,oui,11,60,0,11,oui,20,100,0,20,oui,10,50,0,10,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_MAD_0001,MADIOUKA 1,oui,20,105,0,20,oui,30,150,0,30,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_MAD_0002,MADIOUKA 2,oui,18,92,0,18,oui,3,18,0,3,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_MAK_0000,MAKANGUE,oui,25,125,0,25,oui,40,200,0,40,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_MAL_0000,MALEKOTA,oui,15,80,0,15,oui,6,30,0,6,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_MAS_0000,MASSAMBA,oui,14,70,0,14,oui,2,11,0,2,non,0,0,0,0,3,en_partie,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_MBA_0000,MBAGOLO,oui,105,440,0,105,oui,15,75,0,15,non,0,0,0,0,3,oui_majorite,oui_majorite,oui_toutes,eleve
Ouaka,Bambari,Bambari,CF4311_MOS_0000,MOSQUEE,oui,30,152,0,30,oui,2,11,0,2,oui,21,105,0,21,3,pas_du_tout,oui_majorite,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_NDO_0000,NDOKOYO,oui,18,92,0,18,oui,25,100,0,25,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,acceptable
Ouaka,Bambari,Bambari,CF4311_NDR_0000,NDROUKOLI,oui,20,102,0,20,oui,14,70,0,14,non,0,0,0,0,3,oui_toutes,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_NGA_0001,NGAMA 1,oui,6,35,0,6,oui,5,45,0,5,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,acceptable
Ouaka,Bambari,Bambari,CF4311_NGA_0002,NGAMA 2,oui,2,12,0,2,oui,20,101,0,20,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_NGA_0000,NGAMOTEDE,oui,11,60,0,11,oui,18,90,0,18,oui,3,16,0,3,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_OUB_0001,OUBADA 1,oui,10,55,0,10,oui,10,55,0,10,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_OUB_0002,OUBADA 2,oui,30,155,0,30,oui,21,108,0,21,non,0,0,0,0,3,oui_toutes,pas_du_tout,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_PAS_0000,PASSIKI,non,0,0,0,0,oui,8,50,0,8,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_POU_0002,POUDAKPA 2,oui,15,80,0,15,oui,2,14,0,2,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,acceptable
Ouaka,Bambari,Bambari,CF4311_POU_0001,POUDAPKA 1,oui,20,102,0,20,oui,8,45,0,8,non,0,0,0,0,3,oui_majorite,pas_du_tout,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_RED_0000,REDJIDOU,oui,11,55,0,11,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_REP_0000,REPIO,oui,2,12,0,2,oui,18,90,0,18,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_SAB_0000,SABALET,oui,25,108,0,25,oui,3,15,0,3,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_SAM_0000,SAMBIA,oui,4,21,0,4,oui,16,80,0,16,oui,6,30,0,6,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_SEC_0000,SECTEUR 4,oui,20,102,0,20,oui,15,80,0,15,non,0,0,0,0,3,pas_du_tout,en_partie,en_partie,acceptable
Ouaka,Bambari,Bambari,CF4311_TAZ_0000,TAZOUDE,oui,3,16,0,3,oui,6,30,0,6,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_TCH_0000,TCHINDJI,oui,6,36,0,6,oui,3,17,0,3,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,acceptable
Ouaka,Bambari,Bambari,CF4311_TOU_0001,TOUMBAZOU 1,oui,8,45,0,8,oui,12,60,0,12,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,eleve
Ouaka,Bambari,Bambari,CF4311_TOU_0002,TOUMBAZOU 2,oui,8,45,0,8,oui,2,11,0,2,non,0,0,0,0,3,oui_majorite,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_WAN_0001,WANGAYE 1,oui,6,33,0,6,oui,15,80,0,15,oui,2,11,0,2,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Bambari,CF4311_WAN_0002,WANGAYE 2,oui,14,75,0,14,non,0,0,0,0,non,0,0,0,0,3,oui_toutes,en_partie,pas_du_tout,moyen
Ouaka,Bambari,Bambari,CF4311_WAN_0003,WANGAYE 3,oui,10,50,0,10,oui,8,40,0,8,non,0,0,0,0,3,oui_majorite,en_partie,en_partie,eleve
Ouaka,Bambari,Danga-Gboudou,CF6231_FOU_0001,FOUNOWORO,oui,20,100,0,20,non,0,0,0,0,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Danga-Gboudou,CF4312_KPE_0001,KPETENE 1,oui,35,175,0,35,non,0,0,0,0,oui,2,12,0,2,3,oui_majorite,oui_majorite,en_partie,moyen
Ouaka,Bambari,Danga-Gboudou,CF4312_KPE_0002,KPETENE 2,oui,30,150,0,30,oui,35,175,0,35,non,0,0,0,0,3,oui_majorite,oui_majorite,en_partie,acceptable
