PName1,PName2,PName3,PName4,RowcaCode4,DESCRIPTIO,CNTRY_NAME,ADM1_NAME,ADM2_NAME,ADM3_NAME,RowcaCode1,RowcaCode2,RowcaCode3
Ndjingra 1, ,0,0,CAF0430010050034,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ndjingra 2, ,0,0,CAF0430010050035,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ndjolinda, ,0,0,CAF0430010050036,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngakossi, ,0,0,CAF0430010050037,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngalia, ,0,0,CAF0430010050038,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngama 1, ,0,0,CAF0430010050039,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngbalah, ,0,0,CAF0430010050040,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngbalah Drondja, ,0,0,CAF0430010050041,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngbalah-Boua, ,0,0,CAF0430010050042,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngbendji, ,0,0,CAF0430010050043,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngbenga, ,0,0,CAF0430010050044,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngbolo, ,0,0,CAF0430010050045,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ngrembassa, ,0,0,CAF0430010050046,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Nguele, ,0,0,CAF0430010050047,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ongo, ,0,0,CAF0430010050048,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Ouakoto, ,0,0,CAF0430010050049,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Pago, ,0,0,CAF0430010050050,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Pandou, ,0,0,CAF0430010050051,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Poumanga 1, ,0,0,CAF0430010050052,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Poumanga 2, ,0,0,CAF0430010050053,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Pounebanda, ,0,0,CAF0430010050054,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Redebo,Redebo 1,0,0,CAF0430010050055,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Redebo 2, ,0,0,CAF0430010050056,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Rengadja, ,0,0,CAF0430010050057,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Reweu, ,0,0,CAF0430010050058,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Siakamoto, ,0,0,CAF0430010050059,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Zaoka, ,0,0,CAF0430010050060,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Zoukoubo, ,0,0,CAF0430010050061,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
baleyo, ,0,0,CAF0430010050062,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Redaho, ,0,0,CAF0430010050063,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
ongo, ,0,0,CAF0430010050064,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Andja, ,0,0,CAF0430010050065,Village,CAF,Ouaka,Bambari,Haute Baï¿½ï,CAF043,CAF043001,CAF043001005
Bamba, ,0,0,CAF0210010020001,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Bandjouma,Banjoum,0,0,CAF0210010020002,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Bao-Bato, ,0,0,CAF0210010020003,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Bebili, ,0,0,CAF0210010020004,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Beia-Bassolo,Beyo-Bassomo,0,0,CAF0210010020005,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Bingue, ,0,0,CAF0210010020006,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Bobasso, ,0,0,CAF0210010020007,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Dabere, ,0,0,CAF0210010020008,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Go, ,0,0,CAF0210010020009,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Goffi, ,0,0,CAF0210010020010,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Gouli, ,0,0,CAF0210010020011,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Kourta, ,0,0,CAF0210010020012,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Marro, ,0,0,CAF0210010020013,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Massina, ,0,0,CAF0210010020014,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Mbafio, ,0,0,CAF0210010020015,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Mina, ,0,0,CAF0210010020016,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Nandobo, ,0,0,CAF0210010020017,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Ngbako, ,0,0,CAF0210010020018,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Ngombou,Ngoumou,0,0,CAF0210010020019,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Sakamaze 1, ,0,0,CAF0210010020020,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Sakamaze 2, ,0,0,CAF0210010020021,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Sangha-Mine 2, ,0,0,CAF0210010020022,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Sangha-Mines,Sangha-Mine 1,0,0,CAF0210010020023,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Tayo 1, ,0,0,CAF0210010020024,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Tayo 2, ,0,0,CAF0210010020025,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Yong-Neguene,Yong-Neguene,0,0,CAF0210010020026,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Sanghamine, ,0,0,CAF0210010020027,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Bafio, ,0,0,CAF0210010020028,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Mbako, ,0,0,CAF0210010020029,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Bok, ,0,0,CAF0210010020030,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Banzoum, ,0,0,CAF0210010020031,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Beya bassobo, ,0,0,CAF0210010020032,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Gbabato, ,0,0,CAF0210010020033,Village,CAF,Mambere-Kadei,Berberati,Haute-Batouri,CAF021,CAF021001,CAF021001002
Amada-Gaza, ,0,0,CAF0210040010001,Capital of Sub-prefecture,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Unknown, ,0,0,CAF0210040010002,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Unknown, ,0,0,CAF0210040010003,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Batakoyo, ,0,0,CAF0210040010004,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bekare, ,0,0,CAF0210040010005,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bimbelou, ,0,0,CAF0210040010006,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bobayoko, ,0,0,CAF0210040010007,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bogongo 2, ,0,0,CAF0210040010008,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bolondo Ndakon, ,0,0,CAF0210040010009,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bombo 1, ,0,0,CAF0210040010010,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bongobo, ,0,0,CAF0210040010011,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bopendi, ,0,0,CAF0210040010012,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Boulondo, ,0,0,CAF0210040010013,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Boussoukou, ,0,0,CAF0210040010014,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Boyambongo, ,0,0,CAF0210040010015,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Boyapele, ,0,0,CAF0210040010016,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bozampolo, ,0,0,CAF0210040010017,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Colatier, ,0,0,CAF0210040010018,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Date,Datte,0,0,CAF0210040010019,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Douambongo 1, ,0,0,CAF0210040010020,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Douambongo 2, ,0,0,CAF0210040010021,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Douwa, ,0,0,CAF0210040010022,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Gbambia, ,0,0,CAF0210040010023,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Golapa,Gotapo,0,0,CAF0210040010024,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Jamiari, ,0,0,CAF0210040010025,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Kabori, ,0,0,CAF0210040010026,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Kiamo, ,0,0,CAF0210040010027,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Kombo-Bombo,Kombo-Bombo 2,0,0,CAF0210040010028,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Lande, ,0,0,CAF0210040010029,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Lime, ,0,0,CAF0210040010030,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Manti, ,0,0,CAF0210040010031,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Mbelmbeto, ,0,0,CAF0210040010032,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Mboi, ,0,0,CAF0210040010033,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Mboussoukou 2, ,0,0,CAF0210040010034,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Nabamon, ,0,0,CAF0210040010035,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Ngabongo, ,0,0,CAF0210040010036,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Ngambi,Ngumbi,0,0,CAF0210040010037,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Ngambongo, ,0,0,CAF0210040010038,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Suns-Salte, ,0,0,CAF0210040010039,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Tombanzara,Toumbanzara,0,0,CAF0210040010040,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Zaorodinga, ,0,0,CAF0210040010041,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Zembe, ,0,0,CAF0210040010042,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Gambi, ,0,0,CAF0210040010043,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Zabo mambe, ,0,0,CAF0210040010044,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Galopa, ,0,0,CAF0210040010045,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Doua, ,0,0,CAF0210040010046,Village,CAF,Mambere-Kadei,Amada-Gaza,Haute-Boumbe,CAF021,CAF021004,CAF021004001
Bagoudou, ,0,0,CAF0210060010001,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Bamba, ,0,0,CAF0210060010002,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Bayanga-Kadei,Bayanga-Kadei,0,0,CAF0210060010003,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Beko, ,0,0,CAF0210060010004,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Bindinga, ,0,0,CAF0210060010005,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Binoumbi,Bindoumbi,0,0,CAF0210060010006,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Bondje, ,0,0,CAF0210060010007,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Daloguene, ,0,0,CAF0210060010008,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Dede Makouba,Dede-Mokouba,0,0,CAF0210060010009,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Demba, ,0,0,CAF0210060010010,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Djambala, ,0,0,CAF0210060010011,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Dori, ,0,0,CAF0210060010012,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Gaza, ,0,0,CAF0210060010013,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Gnemele, ,0,0,CAF0210060010014,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Gopan, ,0,0,CAF0210060010015,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Guereki,Guereki,0,0,CAF0210060010016,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Kambayeke, ,0,0,CAF0210060010017,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Kombo, ,0,0,CAF0210060010018,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Lao, ,0,0,CAF0210060010019,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Lengou, ,0,0,CAF0210060010020,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Mbandjifolo,Mbandiforo,0,0,CAF0210060010021,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Mbangou, ,0,0,CAF0210060010022,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Mbi, ,0,0,CAF0210060010023,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Mbiko, ,0,0,CAF0210060010024,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Mbossi, ,0,0,CAF0210060010025,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Molaye,Monakengbele,0,0,CAF0210060010026,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Mondelet,Mondelet,0,0,CAF0210060010027,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Mowe,Mowe,0,0,CAF0210060010028,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Ndjeligo, ,0,0,CAF0210060010029,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Ngambosso, ,0,0,CAF0210060010030,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Ngandio, ,0,0,CAF0210060010031,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Ngola, ,0,0,CAF0210060010032,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Nguilet, ,0,0,CAF0210060010033,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Pangou, ,0,0,CAF0210060010034,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Siret, ,0,0,CAF0210060010035,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Sondinga, ,0,0,CAF0210060010036,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Tiko, ,0,0,CAF0210060010037,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Wambio, ,0,0,CAF0210060010038,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Yandao 3, ,0,0,CAF0210060010039,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Yandiba, ,0,0,CAF0210060010040,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Yandoce,Yandoce 1,0,0,CAF0210060010041,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Monakengbele, ,0,0,CAF0210060010042,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Siko, ,0,0,CAF0210060010043,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Ambang, ,0,0,CAF0210060010044,Village,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Dede Mokouba, ,0,0,CAF0210060010045,Capital of Sub-prefecture,CAF,Mambere-Kadei,Dede-Mokouba,Haute-Kadei,CAF021,CAF021006,CAF021006001
Bouar, ,0,0,CAF0220010030001,Capital of prefecture,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Amadou-Langue, ,0,0,CAF0220010030002,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Angor-Bafago, ,0,0,CAF0220010030003,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bedongue, ,0,0,CAF0220010030004,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bekoni, ,0,0,CAF0220010030005,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Belle Ouham, ,0,0,CAF0220010030006,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bessan, ,0,0,CAF0220010030007,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bobang 5, ,0,0,CAF0220010030008,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bogbatoyo, ,0,0,CAF0220010030009,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bokaya 2, ,0,0,CAF0220010030010,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Boro Jardin, ,0,0,CAF0220010030011,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bossempte, ,0,0,CAF0220010030012,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bossemtï¿½ï¿½ Se,Service-Bossempte,0,0,CAF0220010030013,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Boumbaie, ,0,0,CAF0220010030014,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Bwa Buziki,Bwabusiki,0,0,CAF0220010030015,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Camp-Mawa, ,0,0,CAF0220010030016,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Dikofio Bedonne,Dikofio,0,0,CAF0220010030017,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Djalinga, ,0,0,CAF0220010030018,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Doko 2, ,0,0,CAF0220010030019,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Doko Bobet,Doko-Bode 1,0,0,CAF0220010030020,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Doko Boziki, ,0,0,CAF0220010030021,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Doko-Bode 2, ,0,0,CAF0220010030022,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Dongue, ,0,0,CAF0220010030023,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Foufoure-Ouham 2, ,0,0,CAF0220010030024,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Foufouret,Foufoure Ouham 1,0,0,CAF0220010030025,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Fouk, ,0,0,CAF0220010030026,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Gaiganam, ,0,0,CAF0220010030027,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Gbatoro 1, ,0,0,CAF0220010030028,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Gbatoro 2, ,0,0,CAF0220010030029,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Kaeta, ,0,0,CAF0220010030030,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Kella Doukou,Kella Doukou 2,0,0,CAF0220010030031,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
Kella-Bokpane, ,0,0,CAF0220010030032,Village,CAF,Nana-Mambere,Bouar,Herman-Brousse,CAF022,CAF022001,CAF022001003
