OBJECTID,VillageAll,PC_DTM,PC_OCHA,PC_UNK,GPS_Source,Duplicate,DuplicatPC,Relation,DataSource,FB_POP,UrbanRural,POINT_X,POINT_Y,admin0Name,admin0Pcod,admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin3Name,admin3Pcod,idps,hh_idp,ind_idp,abris_pdi_,abris_pdi1,retournes,hh_ret_rca,ind_ret_rc,abris_ret_,abris_ret1,retournes_,hh_ret_oth,ind_ret_ot,abris_reto,abris_re_1,TotalPop
968, Zambala, ,22210019, , SIGCAF, ,, , SIGCAF,280.5639583,Rural,16.429321,5.564879,Central African Republic,CF,Nana-Mambéré,CF22,Baoro,CF222,Bawi Tédoa,CF2221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,280.5639583
749, Zanvier, ,21130040, , SIGCAF, ,, , SIGCAF,341.4486813,Urban,15.718073,4.231404,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Ouakanga,CF2113, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,341.4486813
759, Zaoropata, ,21140026, , SIGCAF, ,, , SIGCAF,937.3284894,Rural,16.174072,3.978522,Central African Republic,CF,Mambéré-Kadéï,CF21,Berbérati,CF211,Basse-Mambéré,CF2114, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,937.3284894
859, Zaorossoungou, ,21710048, , SIGCAF, ,, , SIGCAF,726.0533975,Rural,16.22068,5.042944,Central African Republic,CF,Mambéré-Kadéï,CF21,Gadzi,CF217,Topia,CF2171, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,726.0533975
2049, Zapa, ,61120141, , SIGCAF, ,, , SIGCAF,579.2160694,Urban,21.029146,4.460927,Central African Republic,CF,Basse-Kotto,CF61,Mobaye,CF611,Mbéima,CF6112, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,579.2160694
1012, Zara-Kombo, ,22410038, , SIGCAF, ,, , SIGCAF,1234.317078,Rural,15.037367,5.469878,Central African Republic,CF,Nana-Mambéré,CF22,Abba,CF224,Abba,CF2241, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1234.317078
872, Zelapia, ,21720035, , SIGCAF, ,, , SIGCAF,400.6921056,Rural,16.989534,5.292129,Central African Republic,CF,Mambéré-Kadéï,CF21,Gadzi,CF217,Mbali,CF2172, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,400.6921056
2196, Zigo, ,61610063, , SIGCAF, ,, , SIGCAF,346.5669441,Rural,22.024788,4.26635,Central African Republic,CF,Basse-Kotto,CF61,Satéma,CF616,Kotto-Oubangui,CF6161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,346.5669441
470, Zila, ,11110137, , SIGCAF, ,, , WRI,1222.300932,Urban,18.49606596,4.30814502,Central African Republic,CF,Ombella M'Poko,CF11,Bimbo,CF111,Bimbo,CF1111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1222.300932
469, Zilla, ,11110135, , SIGCAF, ,, , SIGCAF,596.8042109,Rural,18.705766,4.37851,Central African Republic,CF,Ombella M'Poko,CF11,Bimbo,CF111,Bimbo,CF1111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,596.8042109
2242, Zime, ,62140043, , SIGCAF, ,, , SIGCAF,987.5407941,Rural,23.248648,4.681351,Central African Republic,CF,Mbomou,CF62,Bangassou,CF621,Zangandou,CF6214, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,987.5407941
2301, Zime, ,62320050, , SIGCAF, ,, , SIGCAF,450.3822024,Rural,22.286268,4.284289,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Ngandou,CF6232, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,450.3822024
1725, Zindi, ,42140028, , SIGCAF, ,, , SIGCAF,447.6332778,Rural,19.409756,7.060455,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Grivaï-Pamia,CF4214, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,447.6332778
674, Zinga, ,12210030, , SIGCAF, ,, , SIGCAF,1391.344473,Rural,18.58146,3.713841,Central African Republic,CF,Lobaye,CF12,Mongoumba,CF122,Mongoumba,CF1221, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,1391.344473
1310, Zombere, ,31610035, , SIGCAF, ,, , WRI,611.8562607,Rural,16.41786408,6.27376005,Central African Republic,CF,Ouham Pendé,CF31,Bossemtélé,CF316,Binon,CF3161, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,611.8562607
1897, Zouhougou-Gbada, ,43420117, , SIGCAF, ,, , SIGCAF,556.957876,Urban,20.230342,5.365666,Central African Republic,CF,Ouaka,CF43,Kouango,CF434,Azéngué-Mindou,CF4342, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,556.957876
1961, Zoukoutouniala, ,51110051, , SIGCAF, ,, , SIGCAF,277.5844522,Rural,20.614048,8.539465,Central African Republic,CF,Bamingui-Bangoran,CF51,Ndélé,CF511,Dar El Kouti,CF5111, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,277.5844522
1592, Zoumanga, ,32720036, , SIGCAF, ,, ," SIGCAF, verified by OCHA field staff",573.4258492,Rural,18.63979,7.53489,Central African Republic,CF,Ouham,CF32,Kabo,CF327,Ouaki,CF3272, ,0,0,0,0, ,0,0,0,0, ,0,0, ,0,573.4258492
340,ACADOP,CF3141_ACA_0000,, ,OCHA,Yes,31410001,Many to one,OCHA,6.706797701,Urban,16.434175,7.245206,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,4,20,0,4,oui,22,106,0,22,oui,5,25,0,5,157.7067977
225,ACDA,CF3121_ACD_0000,, ,DTM,No,31210001,Many to one,DTM,382.2564512,Urban,15.6443832,6.9870631,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,7,35,0,7,oui,50,250,0,50,oui,23,119,0,23,786.2564512
341,AERODROME,CF3141_AER_0000,, ,OCHA,Yes,31410001,Many to one,OCHA,0,Urban,16.434175,7.245206,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,3,15,0,3,oui,32,160,0,32,non,0,0,0,0,175
2,AMAMEU,CF5211_AMA_0001, , , SIGCAF,Yes,52110001,Many to one,DTM,25832.14344,Urban,21.991405,6.537415,Central African Republic,CF,Haute-Kotto,CF52,Bria,CF521,Samba-Boungou,CF5211,oui,794,3596,0,794,oui,165,821,0,165,non,0,0,0,0,30249.14344
287,ARABE 1,CF3141_ARA_0001,, ,DTM,No,31410001,Many to one,DTM,16599.32431,Urban,16.4304239,7.2395442,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,7,30,0,7,non,0,0,0,0,non,0,0,0,0,16629.32431
288,ARABE 2,CF3141_ARA_0002,, ,DTM,No,31410001,Many to one,DTM,100.6019655,Urban,16.4319405,7.239608,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,15,75,0,15,oui,7,26,0,7,oui,5,18,0,5,219.6019655
297,ARABE 3,CF3141_ARA_0000,, ,DTM,No,31410001,Many to one,DTM,0,Urban,16.4337138,7.2351482,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,30,150,0,30,oui,3,15,0,3,oui,7,35,0,7,200
226,AVENIR,CF3121_AVE_0000,, ,DTM,No,31210001,Many to one,DTM,0,Urban,15.6374019,6.990304,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,13,55,0,13,oui,18,100,0,18,oui,9,57,0,9,212
348,AVENUE,CF3141_AVE_0000,, ,OCHA,Yes,31410001,Many to one,OCHA,0,Urban,16.434175,7.245206,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,1,5,0,1,oui,23,115,0,23,non,0,0,0,0,120
368,AWAL 1,CF4311_AWA_0001,, ,DTM, ,,No OCHA pcode,DTM,39477.51628,Urban,20.68188014,5.764253681,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Bambari,CF4311,oui,8,45,0,8,oui,10,50,0,10,oui,8,40,0,8,39612.51628
369,AWAL 2,CF4311_AWA_0002,, ,DTM, ,,No OCHA pcode,DTM,1782.380399,Urban,20.68049916,5.763567838,Central African Republic,CF,Ouaka,CF43,Bambari,CF431,Bambari,CF4311,oui,2,10,0,2,oui,31,155,0,31,non,0,0,0,0,1947.380399
171,BABALA,CF6231_BAB_0000,62310005, ,OCHA, ,,One to one,OCHA,2736.054112,Rural,22.26213,4.650412,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231,oui,19,95,0,19,oui,19,93,0,19,non,0,0,0,0,2924.054112
172,BABOUDOU,CF6231_BAB_0001,62310006, ,OCHA, ,,One to one,OCHA,181.8397633,Rural,22.383324,4.625352,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231,non,0,0,0,0,oui,9,45,0,9,non,0,0,0,0,226.8397633
173,BAGUINI,CF6231_BAG_0001,62310008, ,OCHA, ,,One to one,OCHA,160.6956047,Rural,22.319836,4.647294,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231,oui,12,47,0,12,non,0,0,0,0,non,0,0,0,0,207.6956047
227,BAIKAYAN,CF3121_BAI_0000,, ,DTM,No,31210001,Many to one,DTM,259.3883062,Urban,15.6440838,6.9826295,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,6,35,0,6,oui,15,75,0,15,oui,8,42,0,8,411.3883062
118,BAKABA,CF4213_BAK_0000,42130002, ,OCHA, ,,One to one,OCHA,2108.840476,Urban,19.03517,7.106127,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Nana-Outa,CF4213,non,0,0,0,0,oui,61,305,0,61,non,0,0,0,0,2413.840476
19,BAKOUSSA,CF3131_BAK_0000,31310003, ,DTM, ,,One to one,DTM,11.91097482,Rural,15.4820416,6.9325519,Central African Republic,CF,Ouham Pendé,CF31,Koui,CF313,Koui,CF3131,non,0,0,0,0,oui,39,200,0,39,oui,8,37,0,8,248.9109748
335,BALLA,CF3161_BAL_0000,, ,DTM,No,31610001,Many to one,DTM,7222.451388,Urban,16.6380071,5.678798,Central African Republic,CF,Ouham Pendé,CF31,Bossemtélé,CF316,Binon,CF3161,oui,10,53,0,10,oui,38,257,0,38,oui,22,110,0,22,7642.451388
157,BALOUBA,CF5121_BAL_0001,51210003, ,OCHA, ,,One to one,OCHA,249.5178755,Rural,20.171756,7.472274,Central African Republic,CF,Bamingui-Bangoran,CF51,Bamingui,CF512,Vassako,CF5121,oui,48,238,0,48,oui,42,216,0,42,non,0,0,0,0,703.5178755
102,BAMATARA,CF4212_BAM_0000,42120002, ,OCHA, ,,One to one,OCHA,938.0774825,Rural,18.993366,6.932527,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Botto,CF4212,non,0,0,0,0,oui,147,735,0,147,non,0,0,0,0,1673.077483
139,BAMATARA,CF4215_BAM_0000,42150002, ,OCHA, ,,One to one,OCHA,2564.677674,Rural,19.21151,6.842788,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Ndenga,CF4215,oui,1,2,0,1,oui,170,766,0,170,non,0,0,0,0,3332.677674
318,BAMBARA 1,CF3148_BAM_0001,, ,DTM,No,31480003,Many to one,DTM,2152.123009,Rural,16.4276155,7.1068554,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Banh,CF3148,non,0,0,0,0,oui,21,105,0,21,non,0,0,0,0,2257.123009
319,BAMBARA 2,CF3148_BAM_0002,, ,DTM,No,31480003,Many to one,DTM,9.236579439,Rural,16.4289492,7.1070765,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Banh,CF3148,oui,3,16,0,3,oui,16,77,0,16,non,0,0,0,0,102.2365794
320,BAMBARA 3,CF3148_BAM_0003,, ,DTM,No,31480003,Many to one,DTM,0,Rural,16.4285432,7.1063586,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Banh,CF3148,non,0,0,0,0,oui,4,17,0,4,non,0,0,0,0,17
321,BAMBARA 4,CF3148_BAM_0004,, ,DTM,No,31480003,Many to one,DTM,27.70973832,Rural,16.4227832,7.1059564,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Banh,CF3148,non,0,0,0,0,oui,21,103,0,21,non,0,0,0,0,130.7097383
2421,Bandakpa,CF6331_BAN_0001,63310007, ,DTM, ,, , ,765.7444982,Urban,25.157708,5.03676,Central African Republic,CF,Haut-Mbomou,CF63,Z�mio,CF633,Z�mio,CF6331,oui,15,110,0,15,oui,40,180,0,40,oui,14,104, ,14,1159.744498
2422,Bandassi,CF6331_BAN_0002,63310008, ,DTM, ,, , ,810.0437667,Urban,25.15613,5.049274,Central African Republic,CF,Haut-Mbomou,CF63,Z�mio,CF633,Z�mio,CF6331,oui,37,110,0,37,oui,120,518,0,120,oui,51,209, ,209,1647.043767
159,BANDOU 2,CF6112_BAN_0005,61120011, ,OCHA, ,,One to one,OCHA,2313.935736,Urban,21.250144,4.448074,Central African Republic,CF,Basse-Kotto,CF61,Mobaye,CF611,Mbéima,CF6112,non,0,0,0,0,oui,70,273,0,70,oui,4,12,0,0,2598.935736
127,BANGA 1,CF4214_BAN_0001,42140001, ,OCHA, ,,One to one,OCHA,813.2004546,Rural,19.264328,7.01888,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Grivaï-Pamia,CF4214,non,0,0,0,0,oui,27,136,0,27,non,0,0,0,0,949.2004546
128,BANGA 2,CF4214_BAN_0002,42140002, ,OCHA, ,,One to one,OCHA,283.5010759,Rural,19.288078,7.025536,Central African Republic,CF,Nana-Gribizi,CF42,Kaga-Bandoro,CF421,Grivaï-Pamia,CF4214,non,0,0,0,0,oui,138,617,0,138,non,0,0,0,0,900.5010759
174,BAO,CF6231_BAO_0001,62310014, ,OCHA, ,,One to one,OCHA,376.3660216,Rural,22.359788,4.43599,Central African Republic,CF,Mbomou,CF62,Gambo,CF623,Gambo,CF6231,oui,48,238,0,48,oui,118,588,0,118,non,0,0,0,0,1202.366022
228,BARRAGE 1,CF3121_BAR_0001,, ,DTM,No,31210001,Many to one,DTM,0,Urban,15.6392773,6.9937101,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,7,40,0,7,oui,115,580,0,115,oui,10,52,0,10,672
229,BARRAGE 2,CF3121_BAR_0002,, ,DTM,No,31210001,Many to one,DTM,0,Urban,15.6385958,6.9926047,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,12,60,0,12,oui,94,485,0,94,non,0,0,0,0,545
81,BARYA (ARABE),CF3145_ARA_0000,31450038, ,DTM, ,,One to one,DTM,0,Rural,16.7695306,7.2354502,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,oui,6,33,0,6,oui,150,752,0,150,non,0,0,0,0,785
70,BARYA (BONGARO 1),CF3145_BON_0001,31450027, ,DTM, ,,One to one,DTM,1043.569184,Rural,16.7688642,7.236269,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,134,688,0,134,oui,2,12,0,2,1743.569184
71,BARYA (BONGARO 2),CF3145_BAR_0004,31450028, ,DTM, ,,One to one,DTM,22.82378382,Rural,16.7664936,7.2385568,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,76,375,0,76,oui,2,11,0,2,408.8237838
73,BARYA (BOSSALI),CF3145_BOS_0000,31450030, ,DTM, ,,One to one,DTM,0,Rural,16.7592802,7.2440941,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,40,200,0,40,non,0,0,0,0,200
77,BARYA (GANG NDA),CF3145_BAR_0005,31450034, ,DTM, ,,One to one,DTM,136.9427029,Rural,16.7705938,7.2349202,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,45,225,0,45,non,0,0,0,0,361.9427029
82,BARYA (TANGUILA),CF3145_BAR_0007,31450040, ,DTM, ,,One to one,DTM,0,Rural,16.7608088,7.2424985,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,56,278,0,56,non,0,0,0,0,278
212,BATALI,CF3121_BAT_0000,, ,DTM,No,31210001,Many to one,DTM,17918.27115,Urban,15.6411758,6.9982098,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,8,36,0,8,oui,46,226,0,46,oui,9,49,0,9,18229.27115
267,BATAYANGA,CF3131_BAT_0000,, ,DTM,No,31310001,Many to one,DTM,6318.772143,Urban,15.4510613,6.9369268,Central African Republic,CF,Ouham Pendé,CF31,Koui,CF313,Koui,CF3131,oui,10,53,0,10,oui,56,282,0,56,oui,23,118,0,23,6771.772143
298,BATAYANGA,CF3141_BAT_0000,, ,DTM,No,31410001,Many to one,DTM,0,Urban,16.4205473,7.2359743,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,13,55,0,13,oui,27,135,0,27,oui,7,30,0,7,220
83,BAY,CF3146_BAY_0000,31460002, ,OCHA, ,,One to one,OCHA,1679.291697,Rural,16.127421,6.775467,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Malé,CF3146,oui,7,33,0,7,non,0,0,0,0,non,0,0,0,0,1712.291697
377,BEATIBI,CF3144_BEA_0000,, ,DTM, ,,No OCHA pcode,DTM,425.0925984,Urban,16.5031656,7.4491514,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,oui,1,4,0,1,oui,29,145,0,29,oui,1,5,0,1,579.0925984
349,BEBALIYO,CF3141_BEB_0000,, ,OCHA,Yes,31410001,Many to one,OCHA,0,Urban,16.434175,7.245206,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Paoua,CF3141,oui,1,3,0,1,non,0,0,0,0,non,0,0,0,0,3
34,BEBOUNDA,CF3143_BEB_0004,31430004, ,DTM, ,,One to one,DTM,1151.614494,Rural,16.4745508,7.3987234,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,oui,1,1,0,1,oui,68,338,0,68,oui,6,32,0,6,1522.614494
59,BEBOURA 2,CF3145_BEB_0002,31450002, ,DTM, ,,One to one,DTM,445.2289674,Rural,16.661502,7.3084367,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,285,1425,0,285,non,0,0,0,0,1870.228967
60,BEBOURA 3,CF3145_BEB_0001,31450003, ,DTM, ,,One to one,DTM,195.9007456,Rural,16.6327787,7.3403549,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,oui,6,36,0,6,oui,225,1125,0,225,oui,2,10,0,2,1366.900746
35,BEBOUZAWE 1,CF3143_BEB_0001,31430005, , SIGCAF, ,,One to one, SIGCAF,1599.893961,Rural,16.45409,7.368527,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,120,600,0,120,oui,2,11,0,2,2210.893961
55,BEBOUZAWE 2,CF3144_BEB_0003,31440005, ,DTM, ,,One to one,DTM,552.6816578,Rural,16.5329553,7.5338905,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Mia-Péndé,CF3144,non,0,0,0,0,oui,51,250,0,51,oui,7,33,0,7,835.6816578
36,BEBOY 1,CF3143_BEB_0002,31430006, ,DTM, ,,One to one,DTM,7.728956334,Rural,16.4580185,7.3723723,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,oui,1,5,0,1,oui,325,1655,0,325,oui,6,26,0,6,1693.728956
37,BEBOY 2,CF3145_BEB_0000,31430007, ,DTM, ,,One to one,DTM,0,Rural,16.4701576,7.3884839,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,oui,1,1,0,1,oui,240,1200,0,240,oui,5,20,0,5,1221
56,BEBOY 4,CF3144_BEB_0004,31440006, ,DTM, ,,One to one,DTM,11.75918421,Rural,16.540123,7.5424227,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Mia-Péndé,CF3144,non,0,0,0,0,oui,145,720,0,145,non,0,0,0,0,731.7591842
385,BEBOY-LE-BEUL,CF3143_BEB_0003,, ,DTM, ,,No OCHA pcode,DTM,115.934345,Urban,16.5016678,7.5009435,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,18,90,0,18,non,0,0,0,0,205.934345
57,BEDA,CF3143_BED_0003,31440007, ,DTM, ,,One to one,DTM,11.75918421,Rural,16.5222518,7.5244206,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Mia-Péndé,CF3144,oui,1,5,0,1,oui,112,560,0,112,oui,2,7,0,2,583.7591842
38,BEDAMARA 4,CF3143_BED_0001,31430010, , SIGCAF, ,,One to one, SIGCAF,278.242428,Rural,16.450895,7.361218,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,35,175,0,35,oui,2,10,0,2,463.242428
61,BEDARMAR 3,CF3145_BED_0001,31450006, ,DTM, ,,One to one,DTM,0,Rural,16.6574687,7.3313761,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,49,244,0,49,non,0,0,0,0,244
310,BEDAYA 1 (DONGOR -MAIRE),CF3143_BED_0005,, ,DTM,No,31430011,Many to one,DTM,1839.491608,Urban,16.4995344,7.4617426,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,oui,1,3,0,1,oui,108,575,0,108,oui,4,24,0,4,2441.491608
362,BEDAYA 1 (NDERE),CF3143_BED_0008,, ,OCHA,Yes,31430011,Many to one,OCHA,0,Urban,16.501871,7.462962,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,61,300,0,61,oui,4,19,0,4,319
361,BEDAYA 1 (NDIMBAYA),CF3143_BED_0007,, ,OCHA,Yes,31430011,Many to one,OCHA,0,Urban,16.501871,7.462962,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,157,787,0,157,oui,7,27,0,7,814
360,BEDAYA 1 (WADJE),CF3145_WAD_0000,, ,OCHA,Yes,31430011,Many to one,OCHA,0,Urban,16.501871,7.462962,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,101,508,0,101,oui,4,23,0,4,531
376,BEDAYA CAPITA,CF3143_BED_0002,, ,DTM, ,,No OCHA pcode,DTM,865.6431094,Rural,16.4904178,7.4233948,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,11,56,0,11,oui,3,17,0,3,938.6431094
65,BEDINGUI 2,CF3145_BED_0004,31450015, ,DTM, ,,One to one,DTM,0,Rural,16.6417765,7.3393375,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,60,316,0,60,oui,2,12,0,2,328
383,BEDORO 3,CF3145_BED_0005,, ,DTM, ,,No OCHA pcode,DTM,0,Rural,16.6539959,7.3334292,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,70,350,0,70,oui,2,11,0,2,361
39,BEDY,CF3143_BED_0004,31430012, ,DTM, ,,One to one,DTM,687.3015122,Rural,16.5198517,7.5187235,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,95,475,0,95,oui,4,24,0,4,1186.301512
386,BEGAKA 1,CF3145_BEG_0001,, ,DTM, ,,No OCHA pcode,DTM,0,Rural,16.658163,7.3196546,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,48,239,0,48,oui,1,3,0,1,242
62,BEGATARA,CF3145_BEG_0000,31450011, ,DTM, ,,One to one,DTM,1228.83195,Urban,16.6024893,7.3095539,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,non,0,0,0,0,oui,225,1127,0,225,oui,1,7,0,1,2362.83195
63,BEKILA 2,CF3144_BEK_0000,31450013, ,DTM, ,,One to one,DTM,471.9427054,Urban,16.5864447,7.2952967,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,oui,2,12,0,2,oui,56,280,0,56,oui,3,16,0,3,779.9427054
378,BEKILA 4,CF3145_BEK_0000,, ,DTM, ,,No OCHA pcode,DTM,471.9427054,Rural,16.6584838,7.3141132,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Nana-Barya,CF3145,oui,1,5,0,1,oui,79,395,0,79,oui,2,11,0,2,882.9427054
382,BEKIRA,CF3144_BEK_0001,, ,DTM, ,,No OCHA pcode,DTM,246.9428684,Rural,16.5510141,7.5596009,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Mia-Péndé,CF3144,non,0,0,0,0,oui,10,50,0,10,oui,2,9,0,2,305.9428684
40,BEKORO 3,CF3143_BEK_0000,31430019, ,DTM, ,,One to one,DTM,0,Rural,16.4781577,7.4101609,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,80,400,0,80,oui,5,20,0,5,420
213,BELGE,CF3121_BEL_0001,, ,DTM,No,31210001,Many to one,DTM,1324.245563,Urban,15.6408039,7.0040091,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,2,10,0,2,oui,7,40,0,7,oui,10,58,0,10,1432.245563
230,BELKE 2,CF3121_BEL_0000,, ,DTM,No,31210001,Many to one,DTM,0,Urban,15.6328777,6.9964699,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,8,40,0,8,oui,35,175,0,35,oui,5,26,0,5,241
231,BEM,CF3121_BEM_0000,, ,DTM,No,31210001,Many to one,DTM,204.7802417,Urban,15.6458996,6.9803966,Central African Republic,CF,Ouham Pendé,CF31,Bocaranga,CF312,Bocaranga,CF3121,oui,4,20,0,4,oui,101,505,0,101,oui,8,41,0,8,770.7802417
381,BEMAIDE CITY,CF3143_BEM_0001,, ,DTM, ,,No OCHA pcode,DTM,2202.752555,Urban,16.5023562,7.5019646,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,27,138,0,27,oui,2,6,0,2,2346.752555
41,BEMAKORO,CF3143_BEM_0000,31430021, ,DTM, ,,One to one,DTM,0,Rural,16.5107502,7.506368,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,non,0,0,0,0,oui,74,370,0,74,oui,3,17,0,3,387
42,BEMBOR 1,CF3143_BEM_0003,31430022, ,DTM, ,,One to one,DTM,92.74747601,Rural,16.4483686,7.3592345,Central African Republic,CF,Ouham Pendé,CF31,Paoua,CF314,Bah-Bessar,CF3143,oui,1,3,0,1,oui,32,160,0,32,oui,1,2,0,1,257.747476
