"","theloopcount","wash_6_volume_recipient","wash_7_frequence_recipient","volume_total_par_recipient","X_index","X_parent_table_name","X_parent_index","X_submission__id","X_submission__uuid","X_submission__submission_time","X_submission__validation_status","MERGED_FROM_FILE"
"278",5,15,3,45,96,"Questionnaire MSNA - HH (FINAL)",18,60384606,"32fbc76f-4883-41ee-b0b8-5e9a1608ee26","2019-07-02T17:52:52",NA,"loop_bidons_test_OK_0702"
"279",1,25,1,25,97,"Questionnaire MSNA - HH (FINAL)",19,60384923,"6d4893dc-701b-4f0a-bbb9-f1de85f811c9","2019-07-02T17:56:35",NA,"loop_bidons_test_OK_0702"
"280",2,25,1,25,98,"Questionnaire MSNA - HH (FINAL)",19,60384923,"6d4893dc-701b-4f0a-bbb9-f1de85f811c9","2019-07-02T17:56:35",NA,"loop_bidons_test_OK_0702"
"281",3,20,1,20,99,"Questionnaire MSNA - HH (FINAL)",19,60384923,"6d4893dc-701b-4f0a-bbb9-f1de85f811c9","2019-07-02T17:56:35",NA,"loop_bidons_test_OK_0702"
"282",1,25,1,25,100,"Questionnaire MSNA - HH (FINAL)",20,60384933,"8342675c-3233-46ac-92e5-db0221d416fa","2019-07-02T17:56:40",NA,"loop_bidons_test_OK_0702"
"283",2,15,1,15,101,"Questionnaire MSNA - HH (FINAL)",20,60384933,"8342675c-3233-46ac-92e5-db0221d416fa","2019-07-02T17:56:40",NA,"loop_bidons_test_OK_0702"
"284",3,15,1,15,102,"Questionnaire MSNA - HH (FINAL)",20,60384933,"8342675c-3233-46ac-92e5-db0221d416fa","2019-07-02T17:56:40",NA,"loop_bidons_test_OK_0702"
"285",1,20,1,20,103,"Questionnaire MSNA - HH (FINAL)",21,60384948,"9ef7efbe-dcf4-4d8d-bd1f-fffeb53c9d1e","2019-07-02T17:56:46",NA,"loop_bidons_test_OK_0702"
"286",2,25,1,25,104,"Questionnaire MSNA - HH (FINAL)",21,60384948,"9ef7efbe-dcf4-4d8d-bd1f-fffeb53c9d1e","2019-07-02T17:56:46",NA,"loop_bidons_test_OK_0702"
"287",3,25,1,25,105,"Questionnaire MSNA - HH (FINAL)",21,60384948,"9ef7efbe-dcf4-4d8d-bd1f-fffeb53c9d1e","2019-07-02T17:56:46",NA,"loop_bidons_test_OK_0702"
"288",1,20,1,20,106,"Questionnaire MSNA - HH (FINAL)",22,60384959,"de5f7338-e462-40d4-8164-6f57d4d54b22","2019-07-02T17:56:49",NA,"loop_bidons_test_OK_0702"
"289",2,20,1,20,107,"Questionnaire MSNA - HH (FINAL)",22,60384959,"de5f7338-e462-40d4-8164-6f57d4d54b22","2019-07-02T17:56:49",NA,"loop_bidons_test_OK_0702"
"290",3,20,1,20,108,"Questionnaire MSNA - HH (FINAL)",22,60384959,"de5f7338-e462-40d4-8164-6f57d4d54b22","2019-07-02T17:56:49",NA,"loop_bidons_test_OK_0702"
"291",4,20,1,20,109,"Questionnaire MSNA - HH (FINAL)",22,60384959,"de5f7338-e462-40d4-8164-6f57d4d54b22","2019-07-02T17:56:49",NA,"loop_bidons_test_OK_0702"
"292",5,20,1,20,110,"Questionnaire MSNA - HH (FINAL)",22,60384959,"de5f7338-e462-40d4-8164-6f57d4d54b22","2019-07-02T17:56:49",NA,"loop_bidons_test_OK_0702"
"293",6,20,1,20,111,"Questionnaire MSNA - HH (FINAL)",22,60384959,"de5f7338-e462-40d4-8164-6f57d4d54b22","2019-07-02T17:56:49",NA,"loop_bidons_test_OK_0702"
"294",1,25,1,25,112,"Questionnaire MSNA - HH (FINAL)",23,60384975,"4e267d52-6719-45a4-83ce-d9c8a3230699","2019-07-02T17:56:55",NA,"loop_bidons_test_OK_0702"
"295",2,25,1,25,113,"Questionnaire MSNA - HH (FINAL)",23,60384975,"4e267d52-6719-45a4-83ce-d9c8a3230699","2019-07-02T17:56:55",NA,"loop_bidons_test_OK_0702"
"296",3,20,1,20,114,"Questionnaire MSNA - HH (FINAL)",23,60384975,"4e267d52-6719-45a4-83ce-d9c8a3230699","2019-07-02T17:56:55",NA,"loop_bidons_test_OK_0702"
"297",4,20,1,20,115,"Questionnaire MSNA - HH (FINAL)",23,60384975,"4e267d52-6719-45a4-83ce-d9c8a3230699","2019-07-02T17:56:55",NA,"loop_bidons_test_OK_0702"
"298",1,15,2,30,116,"Questionnaire MSNA - HH (FINAL)",24,60384981,"aa77b987-4a95-44bb-adaa-be5f3e130046","2019-07-02T17:57:00",NA,"loop_bidons_test_OK_0702"
"299",2,10,2,20,117,"Questionnaire MSNA - HH (FINAL)",24,60384981,"aa77b987-4a95-44bb-adaa-be5f3e130046","2019-07-02T17:57:00",NA,"loop_bidons_test_OK_0702"
"300",3,10,2,20,118,"Questionnaire MSNA - HH (FINAL)",24,60384981,"aa77b987-4a95-44bb-adaa-be5f3e130046","2019-07-02T17:57:00",NA,"loop_bidons_test_OK_0702"
"301",4,10,2,20,119,"Questionnaire MSNA - HH (FINAL)",24,60384981,"aa77b987-4a95-44bb-adaa-be5f3e130046","2019-07-02T17:57:00",NA,"loop_bidons_test_OK_0702"
"302",1,20,1,20,120,"Questionnaire MSNA - HH (FINAL)",25,60385107,"7df091cd-8496-4003-8405-5ff8a288b8ac","2019-07-02T17:59:28",NA,"loop_bidons_test_OK_0702"
"303",2,20,1,20,121,"Questionnaire MSNA - HH (FINAL)",25,60385107,"7df091cd-8496-4003-8405-5ff8a288b8ac","2019-07-02T17:59:28",NA,"loop_bidons_test_OK_0702"
"304",3,20,1,20,122,"Questionnaire MSNA - HH (FINAL)",25,60385107,"7df091cd-8496-4003-8405-5ff8a288b8ac","2019-07-02T17:59:28",NA,"loop_bidons_test_OK_0702"
"305",4,20,1,20,123,"Questionnaire MSNA - HH (FINAL)",25,60385107,"7df091cd-8496-4003-8405-5ff8a288b8ac","2019-07-02T17:59:28",NA,"loop_bidons_test_OK_0702"
"306",5,20,1,20,124,"Questionnaire MSNA - HH (FINAL)",25,60385107,"7df091cd-8496-4003-8405-5ff8a288b8ac","2019-07-02T17:59:28",NA,"loop_bidons_test_OK_0702"
"307",6,20,1,20,125,"Questionnaire MSNA - HH (FINAL)",25,60385107,"7df091cd-8496-4003-8405-5ff8a288b8ac","2019-07-02T17:59:28",NA,"loop_bidons_test_OK_0702"
"308",1,120,3,360,126,"Questionnaire MSNA - HH (FINAL)",26,60385109,"340a2943-9756-410b-ba68-d160adb66644","2019-07-02T17:59:31",NA,"loop_bidons_test_OK_0702"
"309",2,120,0,0,127,"Questionnaire MSNA - HH (FINAL)",26,60385109,"340a2943-9756-410b-ba68-d160adb66644","2019-07-02T17:59:31",NA,"loop_bidons_test_OK_0702"
"310",3,0,0,0,128,"Questionnaire MSNA - HH (FINAL)",26,60385109,"340a2943-9756-410b-ba68-d160adb66644","2019-07-02T17:59:31",NA,"loop_bidons_test_OK_0702"
"311",4,0,0,0,129,"Questionnaire MSNA - HH (FINAL)",26,60385109,"340a2943-9756-410b-ba68-d160adb66644","2019-07-02T17:59:31",NA,"loop_bidons_test_OK_0702"
"312",5,0,0,0,130,"Questionnaire MSNA - HH (FINAL)",26,60385109,"340a2943-9756-410b-ba68-d160adb66644","2019-07-02T17:59:31",NA,"loop_bidons_test_OK_0702"
"313",6,0,0,0,131,"Questionnaire MSNA - HH (FINAL)",26,60385109,"340a2943-9756-410b-ba68-d160adb66644","2019-07-02T17:59:31",NA,"loop_bidons_test_OK_0702"
"314",1,20,1,20,132,"Questionnaire MSNA - HH (FINAL)",27,60385114,"740101f7-6ae5-4f9c-87e3-96cef4e81b48","2019-07-02T17:59:34",NA,"loop_bidons_test_OK_0702"
"315",2,20,1,20,133,"Questionnaire MSNA - HH (FINAL)",27,60385114,"740101f7-6ae5-4f9c-87e3-96cef4e81b48","2019-07-02T17:59:34",NA,"loop_bidons_test_OK_0702"
"316",3,20,1,20,134,"Questionnaire MSNA - HH (FINAL)",27,60385114,"740101f7-6ae5-4f9c-87e3-96cef4e81b48","2019-07-02T17:59:34",NA,"loop_bidons_test_OK_0702"
"317",4,20,1,20,135,"Questionnaire MSNA - HH (FINAL)",27,60385114,"740101f7-6ae5-4f9c-87e3-96cef4e81b48","2019-07-02T17:59:34",NA,"loop_bidons_test_OK_0702"
"318",5,20,1,20,136,"Questionnaire MSNA - HH (FINAL)",27,60385114,"740101f7-6ae5-4f9c-87e3-96cef4e81b48","2019-07-02T17:59:34",NA,"loop_bidons_test_OK_0702"
"319",6,20,1,20,137,"Questionnaire MSNA - HH (FINAL)",27,60385114,"740101f7-6ae5-4f9c-87e3-96cef4e81b48","2019-07-02T17:59:34",NA,"loop_bidons_test_OK_0702"
"320",1,60,3,180,138,"Questionnaire MSNA - HH (FINAL)",28,60385116,"5a253dea-7836-478c-ba3d-90d048a6124d","2019-07-02T17:59:36",NA,"loop_bidons_test_OK_0702"
"321",2,0,0,0,139,"Questionnaire MSNA - HH (FINAL)",28,60385116,"5a253dea-7836-478c-ba3d-90d048a6124d","2019-07-02T17:59:36",NA,"loop_bidons_test_OK_0702"
"322",3,0,0,0,140,"Questionnaire MSNA - HH (FINAL)",28,60385116,"5a253dea-7836-478c-ba3d-90d048a6124d","2019-07-02T17:59:36",NA,"loop_bidons_test_OK_0702"
"323",1,20,1,20,141,"Questionnaire MSNA - HH (FINAL)",29,60385122,"53e3ec29-8fd2-4814-a4f0-c5dfd0cf78ff","2019-07-02T17:59:41",NA,"loop_bidons_test_OK_0702"
"324",2,20,1,20,142,"Questionnaire MSNA - HH (FINAL)",29,60385122,"53e3ec29-8fd2-4814-a4f0-c5dfd0cf78ff","2019-07-02T17:59:41",NA,"loop_bidons_test_OK_0702"
"325",3,15,1,15,143,"Questionnaire MSNA - HH (FINAL)",29,60385122,"53e3ec29-8fd2-4814-a4f0-c5dfd0cf78ff","2019-07-02T17:59:41",NA,"loop_bidons_test_OK_0702"
"326",4,15,1,15,144,"Questionnaire MSNA - HH (FINAL)",29,60385122,"53e3ec29-8fd2-4814-a4f0-c5dfd0cf78ff","2019-07-02T17:59:41",NA,"loop_bidons_test_OK_0702"
"327",5,15,1,15,145,"Questionnaire MSNA - HH (FINAL)",29,60385122,"53e3ec29-8fd2-4814-a4f0-c5dfd0cf78ff","2019-07-02T17:59:41",NA,"loop_bidons_test_OK_0702"
"328",1,20,1,20,146,"Questionnaire MSNA - HH (FINAL)",30,60385148,"72f7ae9d-57b0-4c6f-bc9d-f83f6caacdd7","2019-07-02T18:00:13",NA,"loop_bidons_test_OK_0702"
"329",2,20,1,20,147,"Questionnaire MSNA - HH (FINAL)",30,60385148,"72f7ae9d-57b0-4c6f-bc9d-f83f6caacdd7","2019-07-02T18:00:13",NA,"loop_bidons_test_OK_0702"
"330",3,20,1,20,148,"Questionnaire MSNA - HH (FINAL)",30,60385148,"72f7ae9d-57b0-4c6f-bc9d-f83f6caacdd7","2019-07-02T18:00:13",NA,"loop_bidons_test_OK_0702"
