"","uuid","index","question.name","Issue","feedback","changed","old.value","new.value"
"10561","47b7ed85-aef6-4ad7-8ddc-7dc62c2812aa","3954","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","15000","NA"
"10562","8b1f9800-a99d-4d2d-9556-7f3e50247f4c","3956","FCS_score","normal distribution outlier","","Non & compté incohérent","96","NA"
"10563","83e88416-be5c-410d-92f5-9bfd0d2a2acd","3968","mssc_4_dep_6M_vet","log normal distribution outlier","","Non & compté incohérent","30","NA"
"10564","b949531d-9fc8-4eb5-a356-ad86ace54211","3979","mssc_3_depense_totale","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","200","NA"
"10565","25656f18-78aa-47d0-a570-4b2b77ecef60","4001","mssc_3_depense_totale","log normal distribution outlier","","Non & compté incohérent","300","NA"
"10566","25656f18-78aa-47d0-a570-4b2b77ecef60","4001","mssc_4_dep_6M_sante","log normal distribution outlier","","Non & compté incohérent","150","NA"
"10567","91723e85-74b1-4367-b237-cc7a193ede89","4024","nb_casseroles","log normal distribution outlier","","Non & compté incohérent","50","NA"
"10568","8870e597-eed1-4e4a-ab27-fdfb77bdde8e","4043","ig_10_hote_FA_18plus","normal distribution outlier","","Non & compté incohérent","32","NA"
"10569","3e29c328-c70e-4b06-aa60-0d21b4287cf3","4044","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4","NA"
"10570","3e29c328-c70e-4b06-aa60-0d21b4287cf3","4044","ig_10_hote_FA_18plus","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","21","NA"
"10571","d688ab6c-5406-4e73-bb40-8ffbab4c70bf","4072","mssc_4_dep_6M_vet","log normal distribution outlier","","Non & compté incohérent","8","NA"
"10572","7630b1b1-4077-4b0e-be22-47a7f771ba11","4098","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","75000","NA"
"10573","89dfdf79-8649-4737-b234-7e080be21bf1","4122","mssc_4_dep_6M_sante","log normal distribution outlier","","Non & compté incohérent","150","NA"
"10574","9686ac5d-0ee2-40b0-a1ba-31e9f3d14ffa","4130","mssc_4_dep_6M_intr_el","log normal distribution outlier","","Non & compté incohérent","8","NA"
"10575","111c48bb-a1dc-4e38-bbe1-28efe7ed61f2","4136","nb_seaux","normal distribution outlier","","Non & compté incohérent","10","NA"
"10576","611fc513-bb14-4ce4-8903-06747b3b331f","4160","mssc_3_dep_30J_transport","log normal distribution outlier","","Non & compté incohérent","200","NA"
"10577","79802842-3220-4b18-a2bf-76bc92af1d19","4165","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","6","NA"
"10578","79802842-3220-4b18-a2bf-76bc92af1d19","4165","sum_agegrp_19_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","5","NA"
"10579","da49397d-4c2f-4172-b76a-082113e41fe4","4169","ig_6_HH_membres_tot","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","16","NA"
"10580","026e4e37-f2a5-4bac-82c0-05683776a615","4170","wash_6_nb_bidons","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","40","NA"
"10581","026e4e37-f2a5-4bac-82c0-05683776a615","4170","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","780","NA"
"10582","026e4e37-f2a5-4bac-82c0-05683776a615","4170","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","3120","NA"
"10583","71ea4161-ca42-4cee-a556-a06356d5ba0d","4192","ig_6_HH_membres_tot","normal distribution outlier","","Non & compté incohérent","15","NA"
"10584","ffac562e-580a-4d59-a38c-f5631f3b5d11","4242","mssc_3_dep_30J_transport","log normal distribution outlier","","Non & compté incohérent","100","NA"
"10585","84aacd83-f11b-4019-a0c3-08c52a6a63a5","4249","mssc_4_dep_6M_sante","log normal distribution outlier","","Non & compté incohérent","150","NA"
"10586","b85e9c48-26a9-4da5-9fd8-ae82dc1ee36f","4268","nb_casseroles","log normal distribution outlier","","Non & compté incohérent","30","NA"
"10587","7fc93fec-df23-4c36-b85b-969813fa4fdf","4293","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","11000","NA"
"10588","e07ae509-3bd8-4b6c-ae37-4ae0878a0cc2","4296","mssc_4_dep_6M_vet","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2","NA"
"10589","e07ae509-3bd8-4b6c-ae37-4ae0878a0cc2","4296","mssc_4_dep_6M_intr_agr","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2","NA"
"10590","cc78d161-9e39-42a8-98c9-ae879253f509","4305","mssc_4_dep_6M_fete","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","3","NA"
"10591","11ed48d2-c17b-431d-bcae-5d970f11d72e","4320","mssc_4_dep_6M_intr_agr","log normal distribution outlier","","Non & compté incohérent","1","NA"
"10592","bf1c783a-ee2d-4807-8202-14067192e735","4323","mssc_3_dep_30J_alim","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","75000","NA"
"10593","bf1c783a-ee2d-4807-8202-14067192e735","4323","protect_11_2","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","16","NA"
"10594","36344b9c-5f27-418e-a0db-c0f8aef8ac17","4328","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","332","NA"
"10595","60edb56c-6ce2-4460-900a-3f6fe25b0424","4334","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","15000","NA"
"10596","c51ed723-b6b8-4daf-bf8b-18f865fb5a0e","4336","wash_6_nb_bidons","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","20","NA"
"10597","bfaabb48-1d5c-47fa-8c93-dfb55ec5151b","4337","wash_6_nb_bidons","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","18","NA"
"10598","992a102a-8ae3-4c73-912f-98d40f2b3f36","4343","mssc_4_dep_6M_intr_el","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2","NA"
"10599","8d9b5e69-5b68-45f5-a4c4-463c63a3fbf3","4351","mssc_3_dep_30J_tabac_alc","log normal distribution outlier","","Non & compté incohérent","1","NA"
"10600","842c4abb-03e9-4011-aed5-78134f620099","4355","mssc_3_dep_30J_hyg","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","30000","NA"
"10601","c4782e7a-53d9-40e3-a2fa-ceae6e537818","4356","mssc_3_dep_30J_transport","log normal distribution outlier","","Non & compté incohérent","93000","NA"
"10602","2ea54239-64f1-489c-a84b-3ad47f37befb","4364","mssc_4_dep_6M_intr_el","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","1","NA"
"10603","28a9bb93-c5ac-4d31-ba77-bdf54047c8b3","4380","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","800","NA"
"10604","28a9bb93-c5ac-4d31-ba77-bdf54047c8b3","4380","wash_6_nb_bidons","log normal distribution outlier","","Non & compté incohérent","40","NA"
"10605","ab1e0d9f-7418-4824-bc01-d48caac5b576","4392","savon_toilette_azur","normal distribution outlier","","Non & compté incohérent","25","NA"
"10606","1f5db3ef-a76a-4e58-9503-fbcd5e7feac4","4403","nb_seaux","normal distribution outlier","","Non & compté incohérent","15","NA"
"10607","8b1a12a4-541d-4fd2-bee3-6c05008a36e8","4485","mssc_4_dep_6M_intr_agr","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2e+05","NA"
"10608","8b1a12a4-541d-4fd2-bee3-6c05008a36e8","4485","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","480","NA"
"10609","8b1a12a4-541d-4fd2-bee3-6c05008a36e8","4485","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2880","NA"
"10610","05c3ddf8-aef7-421e-a14f-af23f14a6a6b","4488","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","12000","NA"
"10611","f8df5276-1216-4390-916a-5600a3da519a","4494","savon_toilette_azur","normal distribution outlier","","Non & compté incohérent","300","NA"
"10612","a8837750-b7f1-47a7-818f-5e403171cc4f","4501","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4","NA"
"10613","80e5b741-e2dd-4511-a1a7-a7da5b1106d1","4523","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","5","NA"
"10614","80e5b741-e2dd-4511-a1a7-a7da5b1106d1","4523","sum_agegrp_19_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","5","NA"
"10615","e3777ed4-2cad-4c0e-9557-7b976cfeaf75","4528","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","30000","NA"
"10616","3d0db905-e389-42ba-8aec-346ba3c57ea3","4531","mssc_3_dep_30J_elec","log normal distribution outlier","","Non & compté incohérent","30000","NA"
"10617","3d0db905-e389-42ba-8aec-346ba3c57ea3","4531","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","120000","NA"
"10618","6156ccee-777d-462d-bd98-4ed3fca15c33","4532","sum_agegrp_19_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4","NA"
"10619","6156ccee-777d-462d-bd98-4ed3fca15c33","4532","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","5","NA"
"10620","54d58ed9-a8b6-485a-a9ff-60d94eb7ff49","4533","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","90000","NA"
"10621","e24bba91-c1e7-4e79-9b67-d4ad8cf936e9","4536","sum_agegrp_19_59_hommes","normal distribution outlier","","Non & compté incohérent","4","NA"
"10622","e24bba91-c1e7-4e79-9b67-d4ad8cf936e9","4536","sum_agegrp_18_59_hommes","normal distribution outlier","","Non & compté incohérent","5","NA"
"10623","102148f5-14cd-4ce6-98e9-9a4e4ca96891","4566","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","12000","NA"
"10624","605377fc-c944-4973-8d59-8bd0d57cb198","4569","savon_lessive","normal distribution outlier","","Non & compté incohérent","350","NA"
"10625","3323f9b1-7e9a-41ac-903f-59453a8edc44","4572","mssc_4_dep_6M_educ","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","370000","NA"
"10626","6961fe00-6e08-4d12-8bcd-239923608417","4575","savon_lessive","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","700","NA"
"10627","dde26ec5-470b-4ad8-8287-32a3fe5534ed","4579","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4","NA"
"10628","9060f062-f3b2-4677-90ca-617f5d6baaa2","4585","mssc_4_dep_6M_sante","log normal distribution outlier","","Non & compté incohérent","450000","NA"
"10629","cde5df30-e220-4e58-af30-ffdd3d1ce2a1","4588","savon_lessive","normal distribution outlier","","Non & compté incohérent","450","NA"
"10630","9166b057-a4c1-47e6-8b41-faa2c3cd90e4","4591","mssc_4_dep_6M_educ","normal distribution outlier","","Non & compté incohérent","650000","NA"
"10631","0a62af03-1ffd-496e-b3a8-14645b20218b","4592","mssc_4_dep_6M_dettes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","1e+07","NA"
"10632","93ab5ed9-7c84-4ea7-8e8b-a412842260a0","4594","savon_lessive","normal distribution outlier","","Non & compté incohérent","450","NA"
"10633","c6453119-bccf-466d-9354-787499800ea0","4596","savon_lessive","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","1450","NA"
"10634","43839c03-26c4-43b4-889d-ca4fbb275690","4598","savon_lessive","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","350","NA"
"10635","43839c03-26c4-43b4-889d-ca4fbb275690","4598","mssc_3_depense_totale","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","167","NA"
"10636","f980bffd-56b5-4bb0-b99c-dd40ab3185ea","4599","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4025","NA"
"10637","f980bffd-56b5-4bb0-b99c-dd40ab3185ea","4599","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","503.125","NA"
"10638","9151c1c4-5e4e-4f64-891b-465ab6576fb0","4601","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","518.75","NA"
"10639","9151c1c4-5e4e-4f64-891b-465ab6576fb0","4601","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","4150","NA"
"10640","6caa1620-0aee-4464-8845-caaa377c28f6","4602","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4150","NA"
"10641","6caa1620-0aee-4464-8845-caaa377c28f6","4602","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","830","NA"
"10642","7e948e77-1bcc-4e69-9f11-5579056781f3","4603","mssc_4_dep_6M_educ","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","550000","NA"
"10643","7e948e77-1bcc-4e69-9f11-5579056781f3","4603","savon_lessive","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","700","NA"
"10644","75f29036-8695-4306-beec-ef460ef853ee","4605","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2984","NA"
"10645","75f29036-8695-4306-beec-ef460ef853ee","4605","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","746","NA"
"10646","8bd00025-7dc2-4158-bfe8-b446ac809faf","4606","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","503.625","NA"
"10647","8bd00025-7dc2-4158-bfe8-b446ac809faf","4606","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4029","NA"
"10648","d24c9ce2-e9f5-4b18-8dc8-8ac8c0ca131f","4607","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","15000","NA"
"10649","77d1abb3-0e4f-462a-85de-84c61e340bc5","4608","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","441.666666666667","NA"
"10650","77d1abb3-0e4f-462a-85de-84c61e340bc5","4608","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2650","NA"
"10651","fd09f733-0de1-4444-a6e5-d63b0a3cb42f","4609","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","387.5","NA"
"10652","a12ea1e8-4e51-4902-8942-96345fd671a8","4610","ig_6_HH_membres_tot","normal distribution outlier","","Non & compté incohérent","15","NA"
"10653","899ffeb1-8a05-4592-82be-87dbfd45ea02","4611","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","466.666666666667","NA"
"10654","899ffeb1-8a05-4592-82be-87dbfd45ea02","4611","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2800","NA"
"10655","96c900fb-d435-46d0-b885-f615f0ee938e","4613","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","325","NA"
"10656","28614de1-3ee0-48ed-b6d1-88ae07473fc3","4617","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","3255","NA"
"10657","28614de1-3ee0-48ed-b6d1-88ae07473fc3","4617","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","325.5","NA"
"10658","abd39cdd-efe7-475c-95b6-5b033bd6ac71","4622","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","605","NA"
"10659","abd39cdd-efe7-475c-95b6-5b033bd6ac71","4622","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","3025","NA"
"10660","88bfc737-6274-4b84-bb76-239a5c11c188","4629","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","956.25","NA"
"10661","88bfc737-6274-4b84-bb76-239a5c11c188","4629","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","7650","NA"
"10662","0948e85a-44f4-4421-b106-e9be3c54bb12","4630","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2025","NA"
"10663","0948e85a-44f4-4421-b106-e9be3c54bb12","4630","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","337.5","NA"
"10664","27375270-5425-4e3a-883c-8137ded097ef","4632","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","330","NA"
"10665","7f036c75-c4b9-4d71-baae-5612861d1dc2","4634","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","2975","NA"
"10666","956f5c5b-7027-41ef-abcf-0e4812e1cdad","4636","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2350","NA"
"10667","956f5c5b-7027-41ef-abcf-0e4812e1cdad","4636","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","391.666666666667","NA"
"10668","48e22ed9-786f-497c-9338-7cc07e82a606","4637","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","800","NA"
"10669","48e22ed9-786f-497c-9338-7cc07e82a606","4637","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2400","NA"
"10670","65519c75-dcf4-40d6-a2e1-1090a07eb74f","4639","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","616.666666666667","NA"
"10671","65519c75-dcf4-40d6-a2e1-1090a07eb74f","4639","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","3700","NA"
"10672","da197f05-ad19-4e18-8378-9f708148b022","4641","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","3172.6","NA"
"10673","da197f05-ad19-4e18-8378-9f708148b022","4641","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","15863","NA"
"10674","91256579-1e57-430f-a281-324b7837c7cb","4644","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","2006","NA"
"10675","91256579-1e57-430f-a281-324b7837c7cb","4644","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","401.2","NA"
"10676","fb28230e-d61a-4a74-9a14-a9f63c17b349","4645","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","2900","NA"
"10677","fb28230e-d61a-4a74-9a14-a9f63c17b349","4645","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","580","NA"
"10678","c8974cf5-f552-4446-bbd1-4b6b9bb609b2","4646","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","380.666666666667","NA"
"10679","c8974cf5-f552-4446-bbd1-4b6b9bb609b2","4646","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","2284","NA"
"10680","607e1fab-47c4-4568-89c9-c6a0f1515200","4647","volume_total_recipients","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2900","NA"
"10681","04d4ae6c-9877-43a6-b9f8-6a0d3b183dfc","4662","nb_seaux","normal distribution outlier","","Non & compté incohérent","15","NA"
"10682","83459792-c004-48d1-90a4-3e12bb08eead","4663","nb_seaux","normal distribution outlier","","Non & compté incohérent","14","NA"
"10683","9ca417b1-ccc1-444b-a081-53458b3ccc74","4664","nb_seaux","normal distribution outlier","","Non & compté incohérent","28","NA"
"10684","e6897e60-2ded-4786-8ed4-1491b2268042","4665","nb_seaux","normal distribution outlier","","Non & compté incohérent","30","NA"
"10685","7dfbc2f6-93e1-4a32-b101-76bc7b3d2f11","4666","nb_seaux","normal distribution outlier","","Non & compté incohérent","28","NA"
"10686","6e98cc1f-40a6-40c4-a192-2cb0381e4a60","4667","nb_seaux","normal distribution outlier","","Non & compté incohérent","15","NA"
"10687","72edc881-5853-49f1-af19-2be407a5b0b5","4668","nb_seaux","normal distribution outlier","","Non & compté incohérent","14","NA"
"10688","0242d1fa-0249-4354-88e7-9a34550ae0b9","4677","nb_seaux","normal distribution outlier","","Non & compté incohérent","20","NA"
"10689","ceb66f4c-788b-45c6-aa1e-c4b7e70f7374","4678","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","4","NA"
"10690","bb2bc016-218e-4fd0-b89a-251c9b8189b0","4683","nb_draps","log normal distribution outlier","","Non & compté incohérent","10","NA"
"10691","e3c0a810-408f-4df9-a286-59566b40b0bc","4722","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","583","NA"
"10692","e3c0a810-408f-4df9-a286-59566b40b0bc","4722","volume_total_recipients","normal distribution outlier","","Non & compté incohérent","4081","NA"
"10693","6432eaad-d015-4185-849d-4d3f85edec58","4752","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","75000","NA"
"10694","292b3904-bcc6-481c-aec4-7d98f178b0f8","4766","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","75000","NA"
"10695","057cc5ca-17f4-4322-9281-0bfa791658b9","4789","mssc_3_depense_totale","log normal distribution outlier","","Non & compté incohérent","400","NA"
"10696","82edd415-2e0a-4395-8128-0d9a7ebb5f7b","4808","volume_total_recipients_pp","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","400","NA"
"10697","6ea63bd1-c100-495f-88ff-efcf2d0715e7","4827","mssc_4_dep_6M_dettes","normal distribution outlier","","Non & compté incohérent","4e+05","NA"
"10698","ebc404ea-a883-4b70-a339-cdedc8493d5e","4842","sum_agegrp_5_17_hommes","log normal distribution outlier","","Non & compté incohérent","8","NA"
"10699","4070db35-d47f-46d3-8173-2e1908c8a13e","4846","nb_draps","log normal distribution outlier","","Non & compté incohérent","12","NA"
"10700","2cb12c81-b783-48e9-9c21-fb32a9b674d2","4864","sum_educ_2_inscrit_18_19_non","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","9","NA"
"10701","df0130d8-352a-435c-9671-d79f24c8b66d","4901","sum_agegrp_19_59_hommes","normal distribution outlier","","Non & compté incohérent","4","NA"
"10702","df0130d8-352a-435c-9671-d79f24c8b66d","4901","sum_agegrp_18_59_hommes","normal distribution outlier","","Non & compté incohérent","4","NA"
"10703","0cdc7443-2bc1-4c61-9432-efd4e5183807","4904","nb_seaux","normal distribution outlier","","Non & compté incohérent","14","NA"
"10704","31a471bc-c926-4068-91b1-cedb3cb0699b","4908","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","12000","NA"
"10705","e517732b-09e6-4381-b8a0-8642595596e4","4913","sum_agegrp_19_59_hommes","normal distribution outlier","","Non & compté incohérent","5","NA"
"10706","e517732b-09e6-4381-b8a0-8642595596e4","4913","sum_agegrp_18_59_hommes","normal distribution outlier","","Non & compté incohérent","5","NA"
"10707","fe0532d5-7a57-413a-855a-f9a4b820700c","4915","sum_agegrp_19_59_hommes","normal distribution outlier","","Non & compté incohérent","4","NA"
"10708","fe0532d5-7a57-413a-855a-f9a4b820700c","4915","sum_agegrp_18_59_hommes","normal distribution outlier","","Non & compté incohérent","4","NA"
"10709","67a9d51e-568e-4bd2-81ba-563822dd3af8","4919","nb_seaux","normal distribution outlier","","Non & compté incohérent","14","NA"
"10710","d085659e-aa31-404e-b9e8-39c8db6eaaba","4930","mssc_3_depense_totale","log normal distribution outlier","","Non & compté incohérent","300","NA"
"10711","6dfc4491-b14b-46da-8aae-f5c3ef0a311b","4934","FCS_score","normal distribution outlier","","Non & compté incohérent","101.5","NA"
"10712","1da143a4-ddb2-4594-b61c-9fb0d26057c6","4935","ig_10_hote_FA_18plus","normal distribution outlier","","Non & compté incohérent","25","NA"
"10713","86c31abc-2c28-41dc-92be-7895ebfbc39b","4937","FCS_score","normal distribution outlier","","Non & compté incohérent","96.5","NA"
"10714","e8c12491-e506-4c35-8dbf-b7b08837ee18","4962","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","13000","NA"
"10715","c568fff3-2b31-4c60-9e27-611e473d372b","4966","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","17500","NA"
"10716","e23fbf7d-abfd-4c57-92ec-369c275e128a","4968","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","90000","NA"
"10717","e23fbf7d-abfd-4c57-92ec-369c275e128a","4968","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","30000","NA"
"10718","d7aef39f-c827-44ca-ae94-85cc73816aad","4969","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","80000","NA"
"10719","06441d0d-d4d0-4612-af2b-37a0a15f670c","4970","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","15000","NA"
"10720","0f728932-90f5-4b0e-8317-3a9b653538ff","4973","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","15000","NA"
"10721","0f728932-90f5-4b0e-8317-3a9b653538ff","4973","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","80000","NA"
"10722","1676e5fc-3fda-49ba-9ed8-0e4300c20d95","4974","mssc_3_dep_30J_tabac_alc","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2","NA"
"10723","93c49ea7-a549-424e-a15e-aa0db5db49ed","4975","mssc_3_dep_30J_alim","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","90000","NA"
"10724","93c49ea7-a549-424e-a15e-aa0db5db49ed","4975","ig_6_HH_membres_tot","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","16","NA"
"10725","c81c21d8-3aad-4dcd-b385-a435f0478b4e","4978","volume_total_recipients_pp","normal distribution outlier","","Non & compté incohérent","332.666666666667","NA"
"10726","c81c21d8-3aad-4dcd-b385-a435f0478b4e","4978","wash_6_nb_bidons","log normal distribution outlier","","Non & compté incohérent","20","NA"
"10727","94489ef5-40d9-4688-8c45-c4b81275cad3","4980","mssc_3_dep_30J_hyg","normal distribution outlier","","Non & compté incohérent","25000","NA"
"10728","94489ef5-40d9-4688-8c45-c4b81275cad3","4980","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","90000","NA"
"10729","61270e4d-4ce2-4583-b83b-60e2d1b68425","4983","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","7","NA"
"10730","61270e4d-4ce2-4583-b83b-60e2d1b68425","4983","sum_agegrp_19_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","5","NA"
"10731","393e92b8-bc59-46ba-81c7-b1e135e805c7","4984","ig_10_hote_FA_18plus","normal distribution outlier","","Non & compté incohérent","26","NA"
"10732","36fada62-9516-4e10-9f4d-f7a208efb005","4991","wash_6_nb_bidons","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","20","NA"
"10733","36fada62-9516-4e10-9f4d-f7a208efb005","4991","ig_10_hote_FA_18plus","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","18","NA"
"10734","36fada62-9516-4e10-9f4d-f7a208efb005","4991","sum_agegrp_18_59_hommes","normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","5","NA"
"10735","e36c9a3c-f6c6-492f-bcd8-c75d20e456ff","5000","mssc_4_dep_6M_sante","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","2","NA"
"10736","e36c9a3c-f6c6-492f-bcd8-c75d20e456ff","5000","mssc_3_depense_totale","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","3","NA"
"10737","16442a31-c390-4b00-9607-c3cfd4efc3ce","5003","mssc_3_dep_30J_alim","normal distribution outlier","","Non & compté incohérent","90000","NA"
"10738","36e5163f-99e6-4d04-9c3b-2b567ac56b5f","5016","FCS_score","normal distribution outlier","","Non & compté incohérent","90","NA"
"10739","5f9c066b-7fbc-49ce-a8aa-bb88981b478c","5044","mssc_4_dep_6M_intr_el","log normal distribution outlier","Qst supprimé de la DB","Non & compté incohérent","3","NA"
